"","id","hhid","prov","male","age","marriage","edu","work","industry","insurance","rural","t_income","total_asset","t_asset","net_asset","fina_asset","risk_aver_a","finknow_int_a","finknow_inf_a","finknow_risk_a"
"1925","2017020033_1","2017020033","上海市",1,62,1,3,1,6,1,1,11.0776710280513,725200,13.4942027578628,13.4942027578628,196200,3,1,0,0
"1926","2017020056_1","2017020056","浙江省",0,58,1,3,1,0,1,0,11.9149111937189,859942.125,13.6646203694536,13.6646203694536,822215.125,5,2,1,0
"1927","2017020106_1","2017020106","浙江省",1,67,1,1,0,0,1,1,10.6726694193721,816944,13.6133258280413,13.6133258280413,19464,4,2,1,0
"1928","2017020136_1","2017020136","浙江省",1,59,1,3,1,0,1,0,11.0308168653017,1078557,13.891134594597,13.891134594597,37957,5,1,0,0
"1929","2017020180_2","2017020180","上海市",1,50,1,3,1,0,1,0,11.7954693595659,15234078,16.5390454500278,16.5331201224127,81058,3,1,1,2
"1930","2017020182_1","2017020182","上海市",1,74,1,4,0,0,1,0,11.5784790957097,3301800,15.0099783322759,15.0099783322759,255000,5,1,1,0
"1931","2017020260_1","2017020260","浙江省",1,70,1,3,0,0,1,0,11.6222057881349,387510.84375,12.867499111255,12.867499111255,358225.84375,5,1,1,0
"1932","2017020303_2","2017020303","上海市",1,74,1,6,0,0,1,0,11.6065114319008,1602873,14.2873082020027,14.2873082020027,34873,3,2,1,0
"1933","2017020354_2","2017020354","上海市",1,72,1,4,0,0,1,0,11.433205621837,2008100,14.5126995593506,14.5126995593506,185000,5,0,1,2
"1934","2017020376_2","2017020376","江苏省",1,63,1,1,1,0,1,0,11.4276616510115,2066330.375,14.5412848263324,14.5412848263324,46430.4296875,5,2,1,0
"1935","2017020444_2","2017020444","浙江省",0,46,1,3,0,0,1,0,10.4515511559069,1282178,14.0640707523784,14.0640707523784,406265,5,0,1,2
"1936","2017020450_1","2017020450","上海市",0,69,1,3,0,0,1,0,11.2226292494553,2999065,14.9138111313876,14.9138111313876,4065,4,0,2,0
"1937","2017020469_3","2017020469","浙江省",0,49,1,4,0,0,1,0,14.2618808571318,21485208,16.8828752563173,16.7216029849453,222589,3,2,2,2
"1938","2017020517_1","2017020517","浙江省",0,65,1,3,0,0,1,0,10.7536384819057,1620100,14.2979984336985,14.2979984336985,104050,5,2,2,0
"1939","2017020554_1","2017020554","江苏省",0,78,0,6,0,0,1,0,10.5323761727658,1147000,13.9526603961115,13.9526603961115,113000,4,1,1,2
"1940","2017020561_1","2017020561","安徽省",1,50,1,2,1,3,1,0,11.4172622228467,770378,13.5546365824643,13.5546365824643,15178,2,0,1,0
"1941","2017020595_1","2017020595","江苏省",1,74,0,2,1,0,1,1,9.43268360311962,10038,9.21413317021488,8.70582811026678,0,5,2,0,0
"1942","2017020615_1","2017020615","浙江省",0,67,1,2,1,0,1,1,8.55641390456952,219733,12.3001684519178,12.3001684519178,733,5,2,2,0
"1943","2017020667_1","2017020667","浙江省",0,53,1,3,1,2,1,0,11.5543360862158,672645.25,13.4189733522668,13.4189733522668,182145.234375,5,2,0,0
"1944","2017020677_31","2017020677","安徽省",1,51,1,3,1,3,1,0,11.6053473156332,105697,11.5683317892417,11.4689422289873,24300,2,1,1,1
"1945","2017020703_1","2017020703","上海市",1,76,1,7,0,0,1,0,11.5376180775606,2401950,14.6917914654187,14.6917914654187,202500,4,1,1,1
"1946","2017020736_2","2017020736","江苏省",0,63,1,1,1,0,1,0,6.5510803350434,78175,11.266705182326,11.266705182326,800,5,2,2,0
"1947","2017020790_1","2017020790","浙江省",0,56,1,4,0,0,1,0,11.9314384119277,1025258,13.8404548461987,13.8404548461987,169494,5,2,0,0
"1948","2017020830_1","2017020830","上海市",1,40,1,7,1,12,1,0,12.4306351895978,6122200,15.6274320670163,15.5942185594476,1417200,2,1,1,1
"1949","2017020879_3","2017020879","安徽省",1,45,1,3,1,12,1,1,12.1031503009494,584580,13.2786489196474,13.2786489196474,108280,3,2,2,0
"1950","2017021070_1","2017021070","上海市",1,84,0,7,0,0,1,0,10.6310361598134,2341321,14.6662258579613,14.6662258579613,249000,5,0,2,0
"1951","2017021071_1","2017021071","上海市",1,65,1,4,1,12,1,0,11.3118662304949,2386778.75,14.6854552114565,14.6854552114565,157678.734375,5,1,1,0
"1952","2017021171_1","2017021171","上海市",0,66,1,4,0,0,1,0,11.599607621106,1770632,14.3868471029654,14.3868471029654,260032.015625,5,2,1,0
"1953","2017021177_1","2017021177","江苏省",1,60,1,4,0,0,1,0,11.1582485236942,3709463,15.1263976801719,15.1263976801719,193013,3,1,1,1
"1954","2017021271_2","2017021271","江苏省",1,52,1,3,1,6,1,0,9.23844180208706,837047,13.6376355008222,13.6376355008222,35830,5,2,2,0
"1955","2017021293_1","2017021293","安徽省",1,54,0,3,1,2,1,0,11.6277654936713,145310,11.8866246703147,11.4648900159317,2883,5,2,1,0
"1956","2017021302_2","2017021302","浙江省",1,53,1,3,1,0,1,0,10.8534258038225,821589,13.6189955489966,13.6189955489966,191400,3,1,1,2
"1957","2017021306_1","2017021306","上海市",1,91,1,7,0,0,1,0,11.9448929292084,2419002,14.6988656163798,14.6988656163798,16141,5,2,2,0
"1958","2017021323_2","2017021323","浙江省",1,47,1,3,1,10,1,0,11.6866140311705,2326321.75,14.6597989300954,14.6597989300954,73732.796875,4,0,0,0
"1959","2017021332_1","2017021332","浙江省",1,78,0,2,1,0,1,0,9.05028898382796,406191,12.9145787713098,12.9145787713098,385200,3,2,1,2
"1960","2017021396_1","2017021396","上海市",1,63,1,3,1,2,1,1,11.9449416203105,218100,12.2927089521897,12.2927089521897,5100,3,2,0,0
"1961","2017021425_2","2017021425","安徽省",1,67,1,2,1,3,1,0,11.9764707841549,82384,11.3191465222859,11.3191465222859,26289,5,2,2,0
"1962","2017021440_1","2017021440","上海市",1,67,1,3,0,0,1,0,11.1316650455589,3315565,15.014138604485,15.014138604485,587034.875,4,1,1,1
"1963","2017021441_2","2017021441","上海市",1,50,1,5,1,6,1,0,11.7238130933453,4536795,15.327731373583,15.327731373583,490294,5,1,1,2
"1964","2017021450_1","2017021450","上海市",0,58,0,4,0,0,1,0,10.7212168249196,2162112.75,14.5865964266078,14.5865964266078,146062.65625,5,2,2,0
"1965","2017021503_1","2017021503","安徽省",0,47,1,3,1,12,1,1,11.9476742565721,1181647,13.9824197859824,13.9824197859824,972847,4,1,1,0
"1966","2017021621_1","2017021621","上海市",0,84,1,7,0,0,1,0,10.4904961370344,238200,12.3808659359033,12.3808659359033,200300,5,2,2,0
"1967","2017021637_1","2017021637","安徽省",1,66,1,4,1,13,1,1,10.0283124029816,328750,12.7030528624741,12.7030528624741,17000,5,0,1,0
"1968","2017021644_2","2017021644","上海市",1,65,1,4,0,0,1,0,11.8560103877242,4501090,15.3198301476317,15.3198301476317,977590.0625,4,1,1,2
"1969","2017021775_2","2017021775","上海市",1,55,1,3,1,2,1,1,12.387773176194,7251315,15.796693389694,15.6467014553231,273300,4,2,2,0
"1970","2017021782_1","2017021782","浙江省",1,46,1,7,1,13,1,0,13.0479458188722,5328017,15.488489681888,15.4104472338649,466517,3,1,1,1
"1971","2017021802_1","2017021802","江苏省",1,66,1,2,0,0,1,0,10.3672215687683,1843923.5,14.4274061963379,14.4274061963379,105956.5,5,2,1,2
"1972","2017021863_31","2017021863","上海市",1,59,1,5,0,0,1,0,12.4320860748023,7250959,15.7966442939452,15.7966442939452,817958,5,1,1,1
"1973","2017021875_31","2017021875","江苏省",1,34,1,3,1,7,0,0,11.0669390983662,212750,12.2678730464356,12.2678730464356,35750,4,0,1,0
"1974","2017021904_2","2017021904","浙江省",1,68,1,2,1,0,1,0,10.9187182322652,170920,12.048950889758,12.048950889758,22,5,2,2,0
"1975","2017021905_4","2017021905","江苏省",1,47,1,3,1,3,1,1,11.3173798862014,308396,12.6391399504186,12.6391399504186,76707,5,0,2,0
"1976","2017022013_31","2017022013","江苏省",1,61,1,4,1,13,1,0,12.0507600409297,1409468,14.1587228861924,14.1587228861924,113468,4,0,1,0
"1977","2017022022_1","2017022022","上海市",1,78,1,4,0,0,1,0,11.8754830720671,5841800,15.5805495264927,15.5805495264927,826000,5,1,0,1
"1978","2017022061_2","2017022061","上海市",1,64,1,3,0,0,1,0,10.9492993809108,5803852.5,15.5740324791554,15.5740324791554,1801202.375,2,1,1,1
"1979","2017022109_1","2017022109","浙江省",0,33,1,7,1,5,1,0,13.297324579792,3669900,15.1156749717031,15.1156749717031,497900,4,1,1,1
"1980","2017022168_1","2017022168","安徽省",0,87,0,2,0,0,1,0,8.00636756765025,623200,13.3426227735387,13.3426227735387,1000,5,2,2,0
"1981","2017022226_1","2017022226","上海市",0,78,0,5,0,0,1,0,10.8395809117065,3517138,15.0731581486733,15.0731581486733,500,5,2,1,0
"1982","2017022270_1","2017022270","上海市",0,56,1,4,0,0,1,0,12.2913370808387,2848096.75,14.8621615221449,14.8621615221449,640096.8125,4,0,1,0
"1983","2017022289_1","2017022289","浙江省",0,62,0,2,1,0,1,0,10.6984972629288,517800,13.1573443462996,13.1573443462996,39000,5,2,2,0
"1984","2017022344_1","2017022344","江苏省",1,55,1,3,1,0,1,1,11.6782958252724,413465,12.9323281465744,12.9323281465744,38542,5,2,0,0
"1985","2017022474_1","2017022474","上海市",0,67,1,5,0,0,1,0,11.5135502697391,7109311,15.7769158913172,15.7769158913172,70811,4,1,1,0
"1986","2017022485_1","2017022485","江苏省",0,83,0,3,0,0,1,0,10.5970284055969,1017000,13.8323676750307,13.8323676750307,11750,5,0,2,0
"1987","2017022568_2","2017022568","上海市",1,64,1,3,1,5,1,0,12.3726712418589,4644059,15.3510993262842,15.3115689998018,70500,3,2,2,0
"1988","2017022586_2","2017022586","浙江省",1,46,1,7,1,13,1,0,12.6934110923762,8344311,15.9370905472596,15.7092715577709,127311,3,1,0,1
"1989","2017022789_1","2017022789","江苏省",0,64,1,3,0,0,1,0,10.5558127385758,1616263,14.295627252346,14.295627252346,9963,3,2,0,0
"1990","2017022816_1","2017022816","上海市",1,86,1,7,0,0,1,0,12.1244557828579,4736500,15.3708090242977,15.3708090242977,426050,5,0,1,1
"1991","2017022826_1","2017022826","安徽省",0,43,1,7,1,11,1,0,11.1493697599393,1840672,14.4256412803008,14.1750517901713,126672,2,2,2,2
"1992","2017023032_1","2017023032","浙江省",1,50,1,2,1,2,1,1,11.5479547138896,641040,13.370847136452,13.370847136452,234040,5,0,1,0
"1993","2017023063_31","2017023063","江苏省",1,47,1,3,1,0,1,1,12.6929241735108,695661,13.4526177516944,13.4526177516944,381677,5,1,2,0
"1994","2017023107_1","2017023107","浙江省",1,40,1,8,1,8,1,0,12.0963554310049,2897500,14.879358854196,14.7052519546049,565200,4,1,1,1
"1995","2017023187_1","2017023187","上海市",0,68,1,3,0,0,1,0,11.8321788762593,4872518,15.3991214045592,15.3991214045592,1383218,4,2,2,0
"1996","2017023188_1","2017023188","上海市",1,68,1,3,0,0,1,0,0,2026201,14.5216731691363,14.5216731691363,0,5,0,0,0
"1997","2017023210_1","2017023210","江苏省",1,44,1,4,1,6,1,0,11.2837764167041,1399300,14.1514826695438,14.1514826695438,153700,4,1,1,2
"1998","2017023263_2","2017023263","上海市",1,69,1,3,0,0,1,0,11.1885794081469,3464500,15.0580788800496,15.0580788800496,402800,4,1,1,1
"1999","2017023386_1","2017023386","浙江省",1,42,1,4,1,12,1,1,12.2256644662945,3535500,15.0783652900264,15.0783652900264,644500,3,1,1,0
"2000","2017023617_1","2017023617","上海市",1,33,1,7,1,6,1,0,11.7487285452312,480540,13.0826657505458,13.0826657505458,270840,2,0,1,1
"2001","2017023756_2","2017023756","江苏省",1,48,1,3,1,3,1,1,12.2763854788175,277340,12.5329994693079,12.3342019732407,11800,4,1,1,0
"2002","2017023804_2","2017023804","江苏省",1,51,1,3,1,4,1,1,11.7672420489353,437142,12.988013364087,12.988013364087,164879,5,2,2,0
"2003","2017023854_1","2017023854","上海市",1,49,1,6,1,2,1,0,12.9745533861897,6326150,15.6602023942328,15.6602023942328,3208600,2,1,1,1
"2004","2017023871_2","2017023871","浙江省",1,49,1,7,1,13,1,0,12.8206391740921,8545968,15.9609701507373,15.6943598455498,639468,3,1,1,1
"2005","2017023873_1","2017023873","上海市",0,65,1,2,0,0,1,1,10.0488372003556,2105872,14.5602401911015,14.5602401911015,86872,5,2,1,0
"2006","2017023900_1","2017023900","浙江省",0,76,0,5,0,0,1,0,11.4606316702491,3922797,15.1823154777401,15.1823154777401,235325,5,2,2,2
"2007","2017023965_1","2017023965","江苏省",1,45,0,7,1,0,1,0,12.1488883490023,5404405,15.5027249197396,15.5027249197396,3835405,2,1,1,1
"2008","2017024025_1","2017024025","上海市",1,73,1,2,0,0,1,1,11.275936506834,784500,13.5728018511552,13.5728018511552,305000,5,1,1,0
"2009","2017024051_2","2017024051","浙江省",1,81,1,2,1,0,1,1,12.7149881962676,888035,13.696766435612,13.6967653095296,396859,2,0,1,2
"2010","2017024056_1","2017024056","浙江省",0,84,1,3,0,0,1,0,11.7268930455371,1054826,13.8688863823801,13.8688863823801,254426,5,2,1,0
"2011","2017024060_1","2017024060","安徽省",1,70,1,2,1,0,1,1,9.24696155543183,43515,10.6808609852236,10.6808609852236,0,5,0,1,0
"2012","2017024082_1","2017024082","上海市",1,64,1,3,0,0,1,0,11.8001324245738,4818150,15.3879005949226,15.3879005949226,1762927.125,4,1,1,1
"2013","2017024123_1","2017024123","江苏省",1,72,0,4,0,0,1,0,10.5866479211087,1005519,13.8210143840879,13.8210143840879,1219,5,2,2,0
"2014","2017024146_1","2017024146","浙江省",1,65,1,3,0,0,1,0,11.4338822576298,79063,11.2780002819947,11.2780002819947,48063,5,0,0,2
"2015","2017024180_1","2017024180","江苏省",1,63,1,3,0,0,0,0,8.0179667034936,321500,12.6807528226598,12.6807528226598,13000,4,0,1,0
"2016","2017024237_1","2017024237","上海市",0,73,1,7,0,0,1,0,11.82628042396,6249550,15.6480200191205,15.6480200191205,311000,3,1,1,1
"2017","2017024238_1","2017024238","安徽省",1,72,1,2,0,0,1,0,8.54480835844921,212350,12.2659911357414,12.2659911357414,50,5,2,2,0
"2018","2017024320_1","2017024320","江苏省",0,70,1,2,0,0,1,0,11.7910570766102,588674,13.2856278289315,13.2856278289315,1290,5,0,2,0
"2019","2017024333_2","2017024333","浙江省",1,49,1,2,1,0,1,1,10.7962025478816,210170,12.2556720060215,12.2556720060215,2445,5,2,2,2
"2020","2017024358_1","2017024358","安徽省",1,56,1,3,0,0,1,0,12.1085976241463,1053802.75,13.8679158463573,13.7997964861227,720602.75,5,0,0,0
"2021","2017024378_2","2017024378","上海市",0,74,1,3,0,0,1,1,12.1615981554283,2621379,14.779211073149,14.779211073149,766550,4,0,1,0
"2022","2017024400_2","2017024400","安徽省",1,52,1,2,1,0,1,1,11.3364865713344,194795,12.17970300251,12.17970300251,5855,5,0,0,0
"2023","2017024452_1","2017024452","上海市",1,24,0,6,1,12,1,0,11.8913071046687,94878,11.4603471347514,11.0136660275756,82878,4,1,1,2
"2024","2017024458_1","2017024458","浙江省",1,57,1,3,1,1,1,0,12.7430921933786,7337028,15.8084444139625,15.8084444139625,1240228,5,2,0,0
"2025","2017024593_1","2017024593","安徽省",1,66,1,3,0,0,1,0,10.9301561918799,1554321.625,14.2565497543897,14.2565497543897,589321.625,5,2,2,1
"2026","2017024680_1","2017024680","上海市",1,65,1,7,0,0,1,0,11.9216685280423,9705245,16.0881770189858,16.0804192247799,1191745.375,5,1,1,0
"2027","2017024702_2","2017024702","上海市",1,65,1,4,0,0,1,0,11.8672200781682,837714.5,13.6384326292914,13.6384326292914,799714.5,4,0,0,0
"2028","2017024730_2","2017024730","浙江省",1,46,1,4,0,0,1,1,9.66108272273136,365959,12.8102765842507,12.8102765842507,27319,4,2,2,0
"2029","2017024737_1","2017024737","上海市",0,71,1,3,0,0,1,0,11.759941780696,2110610,14.5624875631971,14.5624875631971,101100,5,2,2,0
"2030","2017024776_1","2017024776","江苏省",0,64,0,3,0,0,1,0,9.47424191576256,1004200,13.8197017625827,13.8197017625827,300,5,0,1,0
"2031","2017024841_1","2017024841","上海市",0,73,1,3,0,0,1,0,12.1834639850025,5417286,15.5051055099973,15.5051055099973,57286,5,2,0,0
"2032","2017024897_2","2017024897","上海市",1,72,1,4,0,0,1,0,11.4768538070837,4230447,15.2578182191982,15.2578182191982,22097,5,2,2,0
"2033","2017024914_1","2017024914","上海市",1,61,1,4,1,6,1,0,11.8938792773825,7217387,15.7920035340059,15.7920035340059,1077728,3,0,1,1
"2034","2017024920_2","2017024920","上海市",1,59,1,3,1,13,1,0,11.4634988483079,1350460.25,14.1159560182385,14.1159560182385,325960.21875,4,2,2,0
"2035","2017025099_2","2017025099","上海市",1,61,1,6,0,0,1,0,11.6062053180099,5014077,15.4277599145829,15.4277599145829,946977.25,3,1,1,1
"2036","2017025150_1","2017025150","上海市",0,44,1,6,1,13,1,0,11.4411931302924,7143076,15.7816540538677,15.6877858536967,572576,3,0,1,0
"2037","2017025202_1","2017025202","江苏省",1,64,1,3,0,0,1,0,11.5791812607473,1111283.25,13.9210259866225,13.6186233350238,93283.265625,5,2,2,0
"2038","2017025217_2","2017025217","安徽省",0,62,0,3,1,0,1,0,10.9829000321766,1155016,13.9596247546559,13.2267522211419,5816,5,0,0,0
"2039","2017025252_1","2017025252","浙江省",1,62,1,3,1,0,1,1,10.1007182470647,913550,13.7250933878398,13.7250933878398,329550,5,2,2,0
"2040","2017025285_32","2017025285","江苏省",1,62,1,3,1,1,1,0,10.5137964547871,211000,12.2596134124582,12.2596134124582,10300,5,2,1,0
"2041","2017025294_3","2017025294","安徽省",1,36,1,6,1,13,1,1,12.6849121234383,3508440,15.0706820522029,15.0706820522029,1727480,4,1,1,1
"2042","2017025301_1","2017025301","浙江省",0,72,1,2,0,0,1,0,10.0284116963439,1517706.75,14.2327110364575,14.2327110364575,586956.8125,5,2,2,2
"2043","2017025321_1","2017025321","江苏省",1,38,1,3,1,2,1,0,10.9274660898272,254551,12.447256487824,12.447256487824,60250,5,0,0,0
"2044","2017025333_1","2017025333","上海市",1,32,0,7,1,13,1,0,12.1345766438251,5920532,15.5939368676874,15.5939368676874,799731.875,4,1,1,1
"2045","2017025368_1","2017025368","上海市",1,63,1,6,0,0,1,0,11.7280509573908,4807535,15.3856950367098,15.3856950367098,565455,4,1,1,0
"2046","2017025369_2","2017025369","安徽省",0,43,1,5,1,13,1,0,10.5629486754413,968721,13.7837319237177,13.7837319237177,96321,4,1,2,2
"2047","2017025416_1","2017025416","安徽省",1,69,1,2,1,0,1,1,9.78267493231938,307450,12.6360677513816,12.6360677513816,6200,5,2,2,0
"2048","2017025487_2","2017025487","江苏省",0,42,1,4,1,7777,1,0,12.4604628941776,4901413,15.4050340888579,15.4050340888579,359413,4,0,0,2
"2049","2017025496_2","2017025496","上海市",0,39,1,8,1,6,1,0,13.325444619708,8761500,15.9858776811306,15.8646861724486,632500,3,1,1,0
"2050","2017025509_2","2017025509","江苏省",1,69,1,3,0,0,1,0,11.1334350740343,1642564.75,14.3117694501773,14.3117694501773,30614.69921875,5,1,1,0
"2051","2017025535_1","2017025535","上海市",0,66,0,3,0,0,1,0,10.8481713589115,1309160,14.0848962681329,14.0848962681329,302000,5,1,0,0
"2052","2017025615_2","2017025615","上海市",1,39,1,6,1,5,1,0,11.8558500546035,4895820,15.4038923377926,15.4038923377926,579820,5,0,0,0
"2053","2017025705_2","2017025705","江苏省",1,53,1,6,1,0,1,1,11.8532936738546,8528235,15.9588929812933,15.910854360784,276234.8125,5,0,2,2
"2054","2017025739_1","2017025739","上海市",0,45,1,5,0,0,1,0,10.5414126785959,5779076,15.5697543662776,15.5697543662776,713076,4,0,1,1
"2055","2017025751_1","2017025751","安徽省",1,62,1,6,0,0,1,0,12.6542044456575,1090502.75,13.9021493863996,13.9021493863996,611002.6875,3,1,2,2
"2056","2017025754_2","2017025754","上海市",1,58,1,3,1,6,1,0,11.9676219097582,3550397,15.0825699861849,15.0825699861849,520597,4,1,2,1
"2057","2017025796_1","2017025796","浙江省",0,44,1,7,1,11,1,0,13.4239587100011,9224616,16.0373861210082,15.956119632881,111450,3,0,1,1
"2058","2017025819_1","2017025819","上海市",1,66,1,4,0,0,1,0,11.5254368699073,2021850,14.5195234918345,14.5195234918345,408500,2,0,1,1
"2059","2017025862_1","2017025862","上海市",1,56,1,3,1,13,1,1,11.8640681340577,4151941,15.2390864937076,15.2390864937076,249882,3,2,0,0
"2060","2017025912_1","2017025912","安徽省",1,75,1,1,1,0,1,1,9.2304370736753,344466,12.7497506708062,12.7497506708062,155104,5,2,1,0
"2061","2017026021_2","2017026021","上海市",1,59,1,5,0,0,1,0,11.2637028985591,4536765,15.3277247609634,15.3277247609634,9215,5,0,0,0
"2062","2017026095_1","2017026095","上海市",1,59,1,4,0,0,1,0,12.1955171315907,3685785.5,15.1199942223553,15.1199942223553,894785.625,4,2,2,1
"2063","2017026128_2","2017026128","上海市",1,53,1,6,1,2,1,0,11.9685924387409,7085625,15.773578641754,15.773578641754,2545625,4,1,1,1
"2064","2017026174_2","2017026174","上海市",1,64,1,4,0,0,1,0,11.8796843941963,1766887.375,14.3847300112965,14.3847300112965,241287.375,4,0,1,2
"2065","2017026179_2","2017026179","上海市",1,66,1,2,0,0,1,0,12.5440794184338,2168209,14.5894120391093,14.5894120391093,5108,5,2,2,0
"2066","2017026181_1","2017026181","上海市",1,80,1,6,0,0,1,0,11.826914699584,4644985,15.3512987009461,15.3512987009461,118485,3,0,1,0
"2067","2017026197_2","2017026197","浙江省",1,52,1,7,1,13,1,0,13.3796099534305,9945973,16.112678303594,16.0923647320144,1580923,4,0,1,2
"2068","2017026209_2","2017026209","浙江省",0,71,1,4,0,0,1,0,11.3308005138481,2726062,14.8183686349272,14.8183686349272,1871362,5,0,0,2
"2069","2017026220_2","2017026220","安徽省",1,57,1,3,0,0,1,0,11.0089926974614,1529521,14.240465172456,14.1299716016312,95921,3,0,1,0
"2070","2017026231_1","2017026231","上海市",1,26,0,7,1,8,1,0,12.2832882838833,578919.1875,13.2689181742751,13.2689181742751,454119.1875,3,1,1,1
"2071","2017026349_2","2017026349","安徽省",1,49,1,6,1,0,1,0,12.0738404086373,3521296,15.0743396616302,14.8527069118104,195999,3,0,1,0
"2072","2017026431_2","2017026431","安徽省",1,56,1,4,1,0,1,1,9.3910773406399,702978,13.4630808758508,13.4630808758508,4800,5,2,0,0
"2073","2017026502_1","2017026502","安徽省",1,81,0,7,0,0,1,0,11.3398212972259,2094500,14.5548254193692,14.5548254193692,62000,3,1,1,1
"2074","2017026524_1","2017026524","安徽省",1,81,0,2,0,0,1,0,9.26599263369208,128970,11.7673350981584,11.7673350981584,20920,5,0,0,0
"2075","2017026687_1","2017026687","安徽省",1,35,1,7,1,11,1,0,12.014539794728,543955,13.2066218018283,13.2066218018283,230055,3,0,1,0
"2076","2017026714_2","2017026714","浙江省",1,56,1,4,1,0,1,1,2.86220088092947,638267,13.36651197008,13.36651197008,5267,5,0,0,0
"2077","2017026737_2","2017026737","安徽省",1,50,1,6,1,13,1,0,12.2878139098393,1680734,14.3347411607263,14.3347411607263,688734,4,0,1,1
"2078","2017026825_2","2017026825","江苏省",1,56,1,3,1,0,1,0,11.4164145645894,2153050,14.582395999486,14.582395999486,323549.96875,5,1,1,2
"2079","2017026847_1","2017026847","上海市",1,58,1,4,1,4,1,0,10.9666712621465,2262327,14.6319044875443,14.6319044875443,49877,5,0,0,0
"2080","2017026911_2","2017026911","江苏省",1,53,1,3,1,1,1,0,12.2929381785518,1466446,14.1983523443555,14.1350153728643,339446,3,1,1,2
"2081","2017027047_2","2017027047","上海市",0,55,0,4,0,0,1,0,12.4466428419644,16653934,16.6281570227582,16.6221343354677,857942,3,1,1,0
"2082","2017027106_1","2017027106","安徽省",0,25,1,4,0,0,1,0,14.2355358174038,7035500,15.7664793192104,15.6964125899248,330000,4,0,2,0
"2083","2017027141_1","2017027141","浙江省",1,62,1,2,0,0,1,1,10.0488865996371,190350,12.1566197618106,12.1566197618106,3800,5,2,2,0
"2084","2017027175_1","2017027175","江苏省",1,44,0,3,1,3,1,1,11.6148500846922,691062,13.4459848237609,13.3391861949014,54437,5,0,0,0
"2085","2017027184_1","2017027184","上海市",0,66,1,5,0,0,1,0,11.5025720528907,3698280.75,15.1233786074634,15.1233786074634,889280.75,5,2,1,2
"2086","2017027206_1","2017027206","上海市",0,41,1,7,1,11,1,0,12.5405965568262,2157913,14.584652108881,14.3210701404418,150113,4,0,1,0
"2087","2017027330_1","2017027330","安徽省",0,46,1,5,1,13,1,1,11.1821827830574,269329,12.5036889595968,12.5036889595968,160079,5,1,1,0
"2088","2017027354_1","2017027354","安徽省",1,42,0,6,1,0,1,0,10.3868854517007,1190455,13.9898461449506,13.6416986908377,35161,4,2,2,2
"2089","2017027437_2","2017027437","浙江省",1,49,1,3,1,13,1,1,10.8868292716599,248548,12.4233912648198,12.4233912648198,38100,5,0,0,0
"2090","2017027454_1","2017027454","浙江省",1,55,1,7,1,13,1,0,13.2843393595329,11581158,16.2648900251095,16.2648900251095,713885.9375,2,0,1,1
"2091","2017027696_1","2017027696","上海市",1,59,1,4,0,0,1,0,11.1418617835794,4647600,15.3518615152908,15.3518615152908,2000,5,0,2,0
"2092","2017027726_1","2017027726","上海市",1,68,1,3,0,0,1,0,11.9447403484012,3003983.5,14.9154497991746,14.9154497991746,1080202.375,3,1,1,1
"2093","2017027789_1","2017027789","浙江省",1,49,1,7,1,11,1,0,12.7500322264465,4400607,15.2972530439191,15.0394645030637,80562,4,2,2,2
"2094","2017027831_1","2017027831","浙江省",1,44,1,6,1,5,1,0,11.5412018919219,2383153,14.6839349588037,14.6839349588037,834653,4,0,2,2
"2095","2017027921_2","2017027921","江苏省",1,54,1,4,1,6,1,0,12.1868898261134,5138716.5,15.4523138980779,15.2358962735795,324136.59375,3,1,1,0
"2096","2017027954_1","2017027954","浙江省",1,76,1,1,0,0,1,0,10.3952908944572,149600,11.9157203445225,11.9157203445225,21700,5,2,2,0
"2097","2017027958_1","2017027958","上海市",1,35,1,7,1,11,1,0,13.2256417268578,4334800,15.282186031031,15.1853706126207,432000,4,1,1,1
"2098","2017027975_1","2017027975","上海市",0,50,1,3,1,12,1,0,11.6180509530112,3386339,15.0352599547972,15.0352599547972,14389,3,0,0,0
"2099","2017028045_1","2017028045","江苏省",1,50,1,4,0,0,1,0,9.20663351004486,1909212,14.4622011494492,14.3397727059712,498212,5,2,1,0
"2100","2017028158_1","2017028158","浙江省",0,62,0,3,1,13,1,0,11.110505715048,4029901.25,15.2092524299006,15.2092524299006,221901.203125,5,0,0,0
"2101","2017028172_1","2017028172","上海市",0,74,1,1,0,0,1,0,11.3046705261498,3309700,15.0123681088046,15.0123681088046,1500,5,2,2,0
"2102","2017028197_1","2017028197","上海市",1,68,1,1,1,0,1,1,11.3688125709177,1284502,14.0658816525569,14.0658816525569,151000,5,1,0,0
"2103","2017028229_1","2017028229","江苏省",1,84,0,3,0,0,1,0,10.8240765336876,108000,11.5898865061064,11.5898865061064,1500,4,0,2,2
"2104","2017028236_1","2017028236","上海市",1,54,1,7,1,11,1,0,12.577084325569,10518489,16.1686451237792,16.1501939444074,843467,4,1,1,0
"2105","2017028290_2","2017028290","江苏省",1,53,1,4,1,7777,1,0,11.9542723849662,3002407,14.9149248582684,14.9149248582684,243407,5,1,1,0
"2106","2017028400_3","2017028400","江苏省",0,56,0,3,1,0,1,0,13.0882293849233,6863223,15.7416877144417,15.7416877144417,547223,3,0,1,0
"2107","2017028464_1","2017028464","江苏省",1,62,1,2,0,0,1,1,10.8601137605997,227649,12.3355602480452,12.3355602480452,1000,5,2,1,0
