"","id","hhid","prov","male","age","marriage","edu","work","industry","insurance","rural","t_income","total_asset","t_asset","net_asset","fina_asset","risk_aver_a","finknow_int_a","finknow_inf_a","finknow_risk_a"
"1078","2015012704_2","2015012704","江苏省",1,68,1,2,1,3,1,1,11.0714066391056,114480,11.6481554142303,11.6481554142303,50000,4,1,2,2
"1079","2015012706_32","2015012706","江苏省",0,52,1,3,1,7,1,1,10.723487624092,401165,12.9021280929793,12.7103720195806,14300,5,0,0,2
"1080","2015012708_1","2015012708","江苏省",1,54,1,2,0,0,1,1,11.2994289807076,69468,11.148621493867,11.1194086903779,4687,5,1,0,0
"1081","2015012757_1","2015012757","江苏省",1,41,1,5,1,13,1,0,11.6450759045178,2159667,14.5854646011088,14.5854646011088,258206,3,0,2,1
"1082","2015012758_21","2015012758","江苏省",1,67,1,2,1,2,1,0,11.5262364790299,5210816.5,15.4662471193009,15.4662471193009,53616.74609375,5,0,0,0
"1083","2015012773_1","2015012773","江苏省",1,62,1,2,1,13,1,0,12.4287160718027,7370432,15.8129868784585,15.8129868784585,2253932,5,0,0,0
"1084","2015012782_2","2015012782","江苏省",1,55,1,3,1,3,1,0,10.6316700168546,2093000,14.5541090014281,14.5541090014281,50200,3,0,1,1
"1085","2015012788_1","2015012788","江苏省",1,51,1,3,1,0,1,0,12.9339835060264,6246370,15.6475110529829,15.6475110529829,339970,3,1,1,1
"1086","2015012792_1","2015012792","江苏省",0,73,1,2,0,0,1,0,10.0519506601738,52191,10.8626653452127,10.8626653452127,38570,5,2,2,0
"1087","2015012795_1","2015012795","江苏省",0,40,1,2,1,5,1,0,11.5931404654928,2420266,14.6993880094478,14.6869152147858,111000,4,1,1,0
"1088","2015012817_1","2015012817","江苏省",1,59,1,4,1,2,1,1,11.5109234622996,343565.875,12.7471341480949,12.7471341480949,140665.875,4,2,2,2
"1089","2015012823_1","2015012823","江苏省",1,49,1,3,1,2,1,1,11.96911537257,1302600,14.0798728250944,14.0798728250944,512600,3,1,1,0
"1090","2015012831_2","2015012831","江苏省",1,54,1,4,1,10,1,0,11.8493441287279,2606100,14.7733654089161,14.7500733346259,628100,3,1,1,1
"1091","2015012833_1","2015012833","江苏省",1,67,1,2,1,12,1,0,11.6215107753837,1016529,13.8319044409107,13.8319044409107,52579,5,2,2,0
"1092","2015012837_1","2015012837","江苏省",1,50,1,3,1,2,1,0,11.2947694551671,1215920,14.0110115498703,14.0110115498703,181420,5,2,1,2
"1093","2015012841_3","2015012841","江苏省",1,47,1,3,0,0,1,0,11.5330711706632,1702000,14.3473145881155,14.3473145881155,42000,5,2,2,0
"1094","2015012849_3","2015012849","江苏省",1,53,1,4,1,7777,1,0,11.6039377858324,3484795.75,15.0639199921378,15.055273896215,2776695.75,3,1,1,1
"1095","2015012856_1","2015012856","江苏省",0,83,0,1,0,0,1,0,8.90923527919226,1744100,14.3717492212568,14.3717492212568,40800,5,2,2,0
"1096","2015012859_2","2015012859","江苏省",1,62,1,4,0,0,1,0,12.3187314636691,4952763.5,15.4154562615913,15.4154562615913,651763.375,4,2,2,2
"1097","2015012863_1","2015012863","江苏省",1,37,1,6,1,0,1,0,11.4591818024603,1065500,13.8789547305208,13.8789547305208,328000,2,1,1,1
"1098","2015012865_1","2015012865","江苏省",1,39,1,4,1,2,1,0,11.0429218357245,1320384,14.0934331613476,14.0934331613476,441684,5,0,0,0
"1099","2015012866_1","2015012866","江苏省",1,50,1,3,0,0,1,0,9.21034037197618,777567,13.5639250929562,13.5639250929562,165067,5,2,2,2
"1100","2015012870_1","2015012870","江苏省",1,57,1,4,1,3,1,0,9.22078562983772,459916,13.0387991430946,13.0387991430946,30000,5,2,2,2
"1101","2015012874_1","2015012874","江苏省",1,68,0,2,0,0,1,0,7.50521720940767,731550,13.5029208498063,13.5029208498063,50020,5,2,1,0
"1102","2015012875_2","2015012875","江苏省",1,37,1,3,1,3,1,0,11.687298851915,1576588,14.2707735762635,14.2707735762635,123088,3,2,0,0
"1103","2015012878_2","2015012878","江苏省",1,50,1,3,1,3,1,0,11.3468296497134,1533223,14.2428826136805,14.2428826136805,418723,5,2,0,0
"1104","2015012880_1","2015012880","江苏省",1,63,1,4,0,0,1,0,10.9411991396146,452440,13.0224104366453,13.0224104366453,55340,5,2,2,0
"1105","2015012881_1","2015012881","江苏省",0,51,1,2,0,0,1,0,11.2816111234807,1182167,13.9828597529243,13.8663624049282,11067,5,2,2,2
"1106","2015012885_3","2015012885","江苏省",1,37,1,3,1,9,0,0,12.0083287738487,2246530,14.6248973615096,14.4366154007089,8530,5,2,1,2
"1107","2015012886_1","2015012886","江苏省",0,49,1,2,1,12,1,0,14.3517196775571,735020,13.5076529887091,13.3614117734418,148820,5,1,1,0
"1108","2015012887_1","2015012887","江苏省",1,58,1,2,1,3,1,0,11.760820163747,1171266,13.9735957730605,13.9735957730605,108766,4,1,1,0
"1109","2015012890_2","2015012890","江苏省",1,52,1,3,1,3,1,0,12.125954726695,1864840,14.4386858164951,14.1386702893818,18340,5,2,2,2
"1110","2015012891_1","2015012891","江苏省",1,68,1,2,1,3,1,0,10.9323924287794,132016.640625,11.7906832589638,11.7906832589638,112716.640625,5,2,2,0
"1111","2015012893_1","2015012893","江苏省",1,57,1,4,0,0,1,1,11.8820068485313,2423368,14.7006688661038,14.6443815385663,149830,5,2,2,2
"1112","2015012895_2","2015012895","江苏省",1,41,1,3,1,4,1,1,11.6648307686834,1579340,14.2725175962142,14.1356646608129,103740,5,0,0,0
"1113","2015012899_1","2015012899","江苏省",1,74,1,4,0,0,1,1,11.1844213979982,266000,12.4912515877638,12.4912515877638,50400,5,0,1,2
"1114","2015012900_1","2015012900","江苏省",1,68,0,1,1,0,1,1,9.0246130220474,75348,11.2298726609021,11.2298726609021,4508,5,2,2,2
"1115","2015012904_2","2015012904","江苏省",1,52,1,2,1,3,1,1,11.539275240293,249392,12.4267812347288,12.4267812347288,31700,5,2,2,0
"1116","2015012907_1","2015012907","江苏省",0,71,0,2,1,0,1,1,12.1658494300393,1338000,14.1066865196703,14.1066865196703,39000,4,1,1,0
"1117","2015012910_1","2015012910","江苏省",1,68,1,3,1,7777,1,1,10.4595255191237,2729600,14.8196656362795,14.3130077515189,16900,3,1,1,1
"1118","2015012911_1","2015012911","江苏省",1,74,1,2,1,0,1,1,11.8987319354152,835852,13.6362068429017,13.6362068429017,35852,5,0,2,0
"1119","2015012912_1","2015012912","江苏省",1,57,1,3,0,0,1,0,11.077361909038,587359,13.2833914961958,13.2833914961958,152197,5,2,0,0
"1120","2015012913_1","2015012913","江苏省",1,49,1,3,1,3,1,0,11.9263587427276,1497913,14.2195833639362,14.1246894100607,43913,4,2,2,1
"1121","2015012919_1","2015012919","江苏省",1,44,1,6,1,11,1,0,11.5931727670975,2986174.75,14.9095037784767,14.6852021186899,285374.75,5,0,1,2
"1122","2015012921_2","2015012921","江苏省",1,51,1,3,1,2,1,0,11.6527743600866,700300,13.4592640936436,13.4477746666661,115000,4,1,0,0
"1123","2015012923_1","2015012923","江苏省",1,49,1,6,1,1,1,0,12.6417577450132,2489976,14.7277836298402,14.7074987611554,397800,3,1,1,0
"1124","2015012924_2","2015012924","江苏省",1,53,1,3,1,7777,1,0,11.1222134921989,369922,12.8210474515859,12.8210474515859,44432,5,2,2,0
"1125","2015012926_1","2015012926","江苏省",1,64,1,2,1,0,1,0,9.69510945342239,431567,12.975178049758,12.975178049758,110009,5,0,0,0
"1126","2015012928_1","2015012928","江苏省",1,66,1,3,0,0,1,0,10.6822388703882,999290,13.8148003057949,13.8148003057949,50140,5,0,2,0
"1127","2015012930_1","2015012930","江苏省",1,73,1,3,1,0,1,0,11.2405916694652,535500,13.1909561688699,13.1909561688699,52000,5,1,1,0
"1128","2015012931_1","2015012931","江苏省",1,48,1,3,1,11,1,0,11.7025535969466,820160,13.6172547221578,13.5543535644518,111947,4,1,2,0
"1129","2015012936_1","2015012936","江苏省",1,67,1,2,1,1,1,0,9.58877680769643,338153,12.7312537347662,12.7312537347662,13753,5,1,1,2
"1130","2015012956_2","2015012956","江苏省",1,43,1,7,1,11,1,0,10.6712782760918,2223502,14.6145939884153,14.6144590570142,1476500,5,0,1,0
"1131","2015012984_2","2015012984","江苏省",1,45,1,3,0,0,1,0,8.37286082052632,9366,9.14484138974349,-8.19808924895612,4300,4,2,2,0
"1132","2015012986_1","2015012986","江苏省",1,81,0,7,0,0,1,0,11.4930798367495,466250,13.0524772499402,13.0524772499402,415000,5,2,1,2
"1133","2015012992_2","2015012992","江苏省",1,76,1,2,0,0,1,1,9.18194089745448,434090,12.9810071648556,12.9810071648556,0,5,0,0,2
"1134","2015013079_2","2015013079","江苏省",1,37,1,3,1,2,1,0,11.3168497519436,718802,13.4853412163028,13.2512876736394,136500,5,2,2,0
"1135","2015013120_1","2015013120","江苏省",0,68,1,2,0,0,1,1,10.6802403169509,51396,10.8473156274034,10.8473156274034,506,5,2,2,2
"1136","2015013127_1","2015013127","江苏省",1,72,0,2,1,0,1,1,9.55463904484686,97480,11.4874025077391,11.4874025077391,35500,5,2,0,0
"1137","2015013142_1","2015013142","江苏省",1,65,1,3,1,5,1,0,12.2280787257928,652740,13.3889341666432,13.3889341666432,149740,5,0,1,0
"1138","2015013169_2","2015013169","江苏省",1,54,1,3,1,3,1,1,10.2923150194913,600500,13.3055179205022,13.3055179205022,52200,5,2,1,2
"1139","2015013173_1","2015013173","江苏省",1,64,1,3,1,0,1,1,7.48436864328613,160000,11.982929094216,11.982929094216,500,3,0,0,2
"1140","2015013221_1","2015013221","江苏省",1,74,0,2,0,0,1,0,10.6498673956928,439200,12.9927101691775,12.9927101691775,33000,4,1,1,0
"1141","2015013234_2","2015013234","江苏省",1,48,1,3,1,0,1,0,13.0879240949705,17029616,16.6504645039407,16.5980258483987,1079615,5,1,0,1
"1142","2015013325_2","2015013325","江苏省",1,53,1,5,1,13,1,0,11.270841761977,1787971,14.3965920153447,14.3965920153447,68000,5,1,2,0
"1143","2015013336_1","2015013336","江苏省",0,68,1,1,0,0,1,0,10.4510307592373,2516079,14.7382122953556,14.7245559053171,2679,5,2,2,0
"1144","2015013339_1","2015013339","江苏省",1,65,1,4,0,0,1,0,11.9179171276875,3953985,15.1902344890788,15.151559759422,967985.0625,4,1,1,0
"1145","2015013356_1","2015013356","江苏省",1,50,1,3,1,0,1,0,11.5080335188898,1721150,14.3585032300243,14.3169825728032,30650,5,2,2,0
"1146","2015013439_1","2015013439","浙江省",0,65,0,3,0,0,1,0,10.5558127385758,1900,7.54960916515453,-7.37775890822787,1700,3,1,1,2
"1147","2015013445_1","2015013445","浙江省",1,66,1,5,0,0,1,0,11.7308956575104,4050981.75,15.2144698171142,15.2144698171142,2989631.75,4,1,1,0
"1148","2015013479_1","2015013479","浙江省",1,78,1,3,0,0,1,0,11.6492030832628,1887100,14.4505518171172,14.4505518171172,435700,4,1,0,1
"1149","2015013482_1","2015013482","浙江省",0,56,0,6,1,2,1,0,11.9231459151623,2178333.25,14.5940705781168,14.5940705781168,349583.34375,4,1,1,0
"1150","2015013485_4","2015013485","浙江省",1,48,1,4,1,0,1,0,11.8836542981181,1710963.375,14.3525671470345,14.1738584642208,110661.3984375,4,0,2,0
"1151","2015013533_2","2015013533","浙江省",1,51,1,4,1,0,1,0,16.123008562819,27509296,17.130034541879,16.7986284031065,9181295,3,1,1,2
"1152","2015013614_3","2015013614","浙江省",0,36,1,7,1,12,1,0,16.3105670236575,19430732,16.7823664943445,16.5837606318663,1460732,2,0,1,1
"1153","2015013636_1","2015013636","浙江省",1,74,1,3,0,0,1,0,11.4986515759953,2038405,14.5276781972612,14.5276781972612,6335,5,1,1,0
"1154","2015013653_3","2015013653","浙江省",0,49,1,5,1,2,1,0,12.1042724510671,5381203,15.4984225130898,15.4984225130898,2499153,1,1,1,1
"1155","2015013670_1","2015013670","浙江省",1,63,1,3,0,0,1,0,12.1683555264126,4928765,15.4105990075373,15.4105990075373,126464.8828125,5,2,2,0
"1156","2015013674_1","2015013674","浙江省",1,69,1,6,0,0,1,0,11.0284171495216,9052280,16.0185272176478,16.0185272176478,1321280,5,0,1,0
"1157","2015013675_1","2015013675","浙江省",1,67,1,6,0,0,1,0,11.57402056433,1068766,13.8820152698813,13.8820152698813,364700,5,1,1,1
"1158","2015013678_2","2015013678","浙江省",1,87,1,2,0,0,1,0,12.2226839113354,8676300,15.9761057284777,15.9761057284777,382500,3,1,1,2
"1159","2015013679_1","2015013679","浙江省",1,68,1,3,0,0,1,0,11.3817341892779,2336251.25,14.6640581727972,14.6640581727972,249805.28125,4,1,0,2
"1160","2015013705_1","2015013705","浙江省",1,83,1,3,0,0,1,0,11.6280382720707,3379300,15.0331791454192,15.0331791454192,421500,3,2,2,0
"1161","2015013709_1","2015013709","浙江省",0,56,1,4,0,0,1,0,11.0004317841035,1893719,14.4540531784689,14.4540531784689,1319,5,1,1,1
"1162","2015013710_1","2015013710","浙江省",1,69,1,6,0,0,1,0,12.3274049306977,2458950,14.7152449875227,14.7152449875227,454700,3,1,1,0
"1163","2015013712_2","2015013712","浙江省",1,71,1,5,0,0,1,0,11.8120184347918,3339849.25,15.0214362292037,15.0214362292037,1015027.25,4,1,1,2
"1164","2015013761_1","2015013761","浙江省",0,45,1,6,1,13,1,0,12.2105874384973,10133314,16.1313389698118,16.1313389698118,711814,5,0,0,2
"1165","2015013766_1","2015013766","浙江省",0,30,1,7,1,12,1,0,12.5157672178865,5060820,15.4370390834701,15.4370390834701,146820,2,2,2,2
"1166","2015013778_1","2015013778","浙江省",1,90,1,3,0,0,1,0,11.0627244630207,2201916,14.6048384483982,14.6048384483982,3e+05,5,1,1,0
"1167","2015013780_1","2015013780","浙江省",0,50,0,3,1,12,1,0,10.8698248018944,4554392,15.3316026000743,15.3316026000743,209092,5,2,2,0
"1168","2015013783_1","2015013783","浙江省",0,43,1,3,1,2,1,0,11.8472525452451,5519061,15.5237182950875,15.4868073419798,83061,3,2,2,0
"1169","2015013792_1","2015013792","浙江省",1,46,1,6,1,0,1,0,11.5243993870439,1160049,13.9639728035697,13.9639728035697,324400,3,2,1,0
"1170","2015014027_1","2015014027","浙江省",1,33,1,7,1,13,1,0,12.5696264073092,4777738,15.3794777707056,14.9810765738104,243088,3,1,1,1
"1171","2015014098_2","2015014098","浙江省",1,94,1,2,0,0,1,0,12.0072069866755,3394206,15.0375804182791,15.0375804182791,1574000,5,2,2,2
"1172","2015014104_1","2015014104","浙江省",1,62,1,4,0,0,1,0,11.6705273254737,4584413,15.3381726293044,15.3381726293044,550290,2,0,1,0
"1173","2015014108_1","2015014108","浙江省",1,56,1,3,1,5,1,0,13.30818131473,7002253,15.7617425123775,15.7617425123775,3449253.25,4,1,1,1
"1174","2015014109_1","2015014109","浙江省",0,75,0,1,0,0,1,0,10.586609649449,60000,11.0020998412042,11.0020998412042,50000,5,0,2,2
"1175","2015014113_1","2015014113","浙江省",0,79,0,4,0,0,1,0,9.84181159701203,1290050,14.0701915352766,14.0701915352766,117500,2,0,1,1
"1176","2015014114_1","2015014114","浙江省",1,30,0,7,0,0,1,0,13.3264774104965,8980375,16.010552198872,15.8962481344281,1739375,3,1,1,1
"1177","2015014117_1","2015014117","浙江省",1,86,1,7,0,0,1,0,12.5785581905936,2718836,14.8157144055028,14.8157144055028,256500,5,1,2,2
"1178","2015014118_2","2015014118","浙江省",1,58,1,3,0,0,1,0,12.1748399430991,2549783.75,14.751519109617,14.751519109617,1426183.75,4,0,1,2
"1179","2015014119_1","2015014119","浙江省",0,78,0,2,0,0,1,0,10.8118872317875,9304,9.1381996941985,9.1381996941985,2000,5,2,2,0
"1180","2015014120_2","2015014120","浙江省",0,62,1,1,1,11,1,0,11.4674049496684,1732866.875,14.3652877480899,14.3652877480899,225916.921875,5,2,2,0
"1181","2015014123_2","2015014123","浙江省",0,71,1,3,0,0,1,0,11.872779350715,45300,10.7210623114711,10.7210623114711,24000,4,0,0,0
"1182","2015014132_1","2015014132","浙江省",1,58,1,3,1,4,1,0,11.7399654154524,3941120,15.1869755048382,14.8383642822312,394320.125,5,2,2,0
"1183","2015014169_3","2015014169","浙江省",1,41,1,7,1,2,1,0,12.4605328584852,4852116.5,15.3949255594751,15.2270136179913,188106.3125,5,2,2,0
"1184","2015014171_1","2015014171","浙江省",0,46,0,2,1,5,1,0,10.7113018080742,41543,10.6344843143698,10.6344843143698,33665,5,1,1,0
"1185","2015014177_1","2015014177","浙江省",1,61,1,3,1,0,1,0,10.5505907945947,3215598,14.9835239014678,14.9662718081657,291047.90625,5,1,1,0
"1186","2015014179_1","2015014179","浙江省",1,64,1,4,1,9,1,0,11.8245596319941,1309157,14.0848939765846,14.0848939765846,587657,4,1,1,0
"1187","2015014181_1","2015014181","浙江省",1,74,1,4,0,0,1,0,11.5671295189837,2082550,14.5491036623387,14.5491036623387,31500,4,1,1,2
"1188","2015014184_1","2015014184","浙江省",0,44,1,7,1,6,1,0,12.5949678953092,6551268,15.695169176662,15.5561991642054,289268,2,0,1,1
"1189","2015014186_1","2015014186","浙江省",1,54,1,3,1,9,1,0,11.9965268492811,5577905.5,15.5343239054699,15.2259865474858,436305.28125,4,1,0,1
"1190","2015014190_1","2015014190","浙江省",1,34,1,7,1,1,1,0,13.4279374294976,2638021,14.7855395728039,14.5517272854054,361500,3,1,1,1
"1191","2015014193_1","2015014193","浙江省",1,84,1,2,0,0,0,0,10.8539478001804,1852978,14.4323046325581,14.4323046325581,648468,5,1,2,2
"1192","2015014195_1","2015014195","浙江省",1,69,1,6,0,0,1,0,12.3201822758202,3220300,14.9849850808826,14.9849850808826,1159750,3,1,1,2
"1193","2015014196_1","2015014196","浙江省",1,40,1,7,1,9,1,0,13.0281296180516,3349100,15.0242022109902,15.0241813096341,1253600,3,1,1,1
"1194","2015014199_1","2015014199","浙江省",0,29,1,7,1,9,1,0,12.6891158882837,196236,12.1870732955204,12.1870732955204,173236,3,1,1,2
"1195","2015014200_1","2015014200","浙江省",1,42,1,7,1,6,1,0,13.175884238921,8738401,15.9832377789489,15.9218862225624,1944101,3,1,1,1
"1196","2015014201_2","2015014201","浙江省",1,90,1,7,0,0,1,0,12.4653803203063,1841000,14.4258194602152,14.4258194602152,525000,5,2,2,0
"1197","2015014212_2","2015014212","浙江省",1,32,1,6,1,5,1,0,12.3994371703553,380993,12.8505362812366,12.2110253605641,260840,4,0,1,0
"1198","2015014215_1","2015014215","浙江省",1,68,1,3,0,0,1,0,11.8653413519886,2701250.5,14.8092253719027,14.7323013647801,1082750.5,4,1,1,1
"1199","2015014223_2","2015014223","浙江省",1,74,1,3,0,0,1,0,11.2091140105886,733794.4375,13.5059842104712,13.5059842104712,77137.453125,3,1,0,0
"1200","2015014238_2","2015014238","浙江省",1,48,1,7,1,13,1,0,13.3615377457911,8751682,15.9847564684317,15.9847564684317,2405782,4,1,1,1
"1201","2015014239_1","2015014239","浙江省",0,31,1,7,1,9,1,0,12.191872296129,4822295,15.3887605137864,15.2172586428084,569000,2,1,1,1
"1202","2015014240_21","2015014240","浙江省",0,34,0,7,1,13,1,0,12.0807021477463,215529,12.2808507502378,12.2333424221835,193529,2,1,1,1
"1203","2015014244_2","2015014244","浙江省",1,35,1,7,1,4,1,0,12.5074135105176,7601693.5,15.8438816093812,15.8036168655153,1446993.625,3,1,1,1
"1204","2015014247_2","2015014247","浙江省",1,49,1,7,1,2,1,0,13.4401194106428,11755016,16.2797906010783,16.2797906010783,4104016,4,0,1,1
"1205","2015014249_2","2015014249","浙江省",0,76,1,2,0,0,1,0,11.9650196736724,763800,13.5460612537736,13.5460612537736,762500,4,0,1,2
"1206","2015014252_2","2015014252","浙江省",0,35,1,3,0,0,1,0,13.8167897394627,7640200,15.8489343388105,15.3284816219107,275200,4,0,2,2
"1207","2015014254_2","2015014254","浙江省",1,55,1,4,1,3,1,0,12.8733890660556,6845249,15.7390653929605,15.7390653929605,77749,3,0,1,2
"1208","2015014256_23","2015014256","浙江省",0,25,1,7,1,7,1,1,11.8872851087047,1730808,14.3640989094622,14.3640989094622,172808,3,0,0,0
"1209","2015014264_2","2015014264","浙江省",1,50,1,2,1,11,1,1,10.4513199019312,802660,13.5956864910604,13.5956864910604,157200,5,1,2,0
"1210","2015014265_1","2015014265","浙江省",1,81,0,2,0,0,1,1,10.4204940353772,1523012,14.2362005110321,14.2362005110321,1012,5,2,2,0
"1211","2015014266_1","2015014266","浙江省",0,50,1,2,1,7777,1,1,11.9599546921561,2643185,14.7874951873532,14.6881356727197,133355,5,2,2,0
"1212","2015014267_2","2015014267","浙江省",1,73,1,2,0,0,1,1,10.3957417907167,1349122.375,14.1149648464202,14.0538361762472,157326.421875,4,1,1,0
"1213","2015014268_3","2015014268","浙江省",1,46,1,3,0,0,1,1,11.2624799670956,516950,13.1557014370148,13.1557014370148,337376,5,2,2,0
"1214","2015014269_1","2015014269","浙江省",1,66,1,2,1,13,1,1,11.0087278274945,2749672,14.8269921898019,14.8269921898019,208939,5,2,2,0
"1215","2015014270_2","2015014270","浙江省",0,68,1,2,0,0,1,1,9.78018933619163,336581,12.7265941123245,12.7265941123245,10000,5,2,1,0
"1216","2015014271_2","2015014271","浙江省",1,74,1,2,1,0,1,1,11.830014629127,989752,13.8052096856786,13.8052096856786,295922,5,2,2,0
"1217","2015014272_2","2015014272","浙江省",1,72,1,3,1,0,1,1,10.3062824320884,110830,11.6157527747697,11.6157527747697,10000,5,2,2,0
"1218","2015014273_2","2015014273","浙江省",1,56,1,3,1,2,1,1,11.0390744439956,755435,13.5350490212557,13.5350490212557,83485,5,0,2,0
"1219","2015014274_1","2015014274","浙江省",0,68,1,2,0,0,1,1,9.71565081505406,521043,13.163587850919,13.163587850919,53033,5,1,1,0
"1220","2015014275_1","2015014275","浙江省",0,73,1,2,0,0,1,1,10.4680988776862,383258,12.8564636706193,12.8564636706193,131108,5,2,2,0
"1221","2015014279_2","2015014279","浙江省",1,59,1,4,1,0,1,0,11.1294664371247,1996056.25,14.5066839168192,14.5066839168192,284553.21875,4,0,1,1
"1222","2015014280_1","2015014280","浙江省",0,57,1,4,1,13,1,0,11.9024305534997,3098619.25,14.9464671670081,14.9464671670081,438941.1875,4,1,2,2
"1223","2015014282_1","2015014282","浙江省",1,76,1,2,0,0,1,0,10.3047772892338,561396,13.23818181784,13.23818181784,51000,5,2,2,0
"1224","2015014283_1","2015014283","浙江省",0,56,1,3,0,0,1,0,11.0508900053737,868759.75,13.6748218988197,13.6748218988197,232609.75,5,2,2,1
"1225","2015014284_1","2015014284","浙江省",0,76,0,3,0,0,1,0,10.2255710517052,404309,12.9099347160786,12.9099347160786,125,5,2,2,0
"1226","2015014288_1","2015014288","浙江省",1,62,1,3,1,0,1,0,11.2332115621676,2610163,14.7749232294561,14.7749232294561,487163,5,2,2,0
"1227","2015014292_2","2015014292","浙江省",1,67,1,2,0,0,1,0,10.5960095377022,582920,13.2758052346476,13.2758052346476,80200,5,2,2,0
"1228","2015014294_1","2015014294","浙江省",0,59,1,3,1,0,1,0,11.7096429020479,4075200,15.2204303832073,15.2204303832073,955000,5,1,1,0
"1229","2015014296_1","2015014296","浙江省",1,73,1,7,1,0,1,0,11.6493688635868,1909511.25,14.462357877225,14.462357877225,641067.25,5,2,1,0
"1230","2015014297_1","2015014297","浙江省",1,50,0,3,0,0,1,0,11.0276538712859,390892,12.8761865859794,12.8761865859794,74792,5,1,1,2
"1231","2015014298_1","2015014298","浙江省",1,76,1,3,1,0,1,0,11.5079129231467,481300,13.0842460552912,13.0842460552912,209200,5,2,1,2
"1232","2015014300_1","2015014300","浙江省",1,78,1,3,0,0,1,0,10.7039464688852,1147750,13.9533140621115,13.9533140621115,130000,5,2,2,0
"1233","2015014302_1","2015014302","浙江省",1,77,1,2,0,0,1,0,10.6942150614349,2333833,14.6630225382833,14.6630225382833,320000,5,1,0,0
"1234","2015014303_2","2015014303","浙江省",1,62,1,2,1,0,1,0,11.4972126629256,471591,13.0638673634938,13.0638673634938,57000,4,1,2,0
"1235","2015014304_1","2015014304","浙江省",0,64,1,3,1,0,1,0,10.708846723703,1907983,14.4615572210974,14.4615572210974,200500,5,2,0,0
"1236","2015014305_1","2015014305","浙江省",0,68,1,3,1,0,1,0,10.2208497790893,146260,11.8931411388249,11.8931411388249,58500,5,2,0,0
"1237","2015014306_1","2015014306","浙江省",1,71,1,2,1,12,1,0,11.4674677420454,807339,13.601498933395,13.601498933395,71280,5,2,1,0
"1238","2015014309_2","2015014309","浙江省",1,63,1,3,0,0,1,0,11.0428418325243,942413,13.7561988863514,13.7561988863514,90513,5,2,2,0
"1239","2015014319_1","2015014319","浙江省",1,67,1,3,0,0,1,0,10.2470779495235,158241,11.9718744663512,11.9718744663512,3250,5,2,1,0
"1240","2015014320_2","2015014320","浙江省",1,65,1,3,1,0,1,0,10.7997796379036,1071444,13.8845178293475,13.8845178293475,306056.96875,3,0,1,0
"1241","2015014321_1","2015014321","浙江省",1,64,1,2,1,0,1,0,9.81982163858026,172954,12.0607809421696,12.0607809421696,300,5,2,2,0
"1242","2015014322_2","2015014322","浙江省",0,67,1,2,1,0,1,0,11.2076902332709,1578234,14.2718170583676,14.2718170583676,531818.9375,5,1,1,2
"1243","2015014327_1","2015014327","浙江省",1,77,1,2,0,0,1,0,10.2043326115142,203631,12.2240648114003,12.2240648114003,45100,5,2,2,0
"1244","2015014328_1","2015014328","浙江省",1,86,1,2,1,0,1,0,10.1792235539695,519400,13.1604295782108,13.1604295782108,12000,5,2,2,0
"1245","2015014329_1","2015014329","浙江省",1,81,1,5,1,12,1,0,10.734949977334,318755,12.6721780616063,12.6721780616063,31400,5,1,0,0
"1246","2015014331_1","2015014331","浙江省",1,64,1,2,1,0,1,0,10.7305316838961,1126484,13.9346118354691,13.9346118354691,50500,5,2,0,0
"1247","2015014333_1","2015014333","浙江省",1,70,1,5,0,0,1,0,10.8078676333844,108440,11.5939523036126,11.5939523036126,3000,5,2,2,0
"1248","2015014334_1","2015014334","浙江省",0,74,0,2,0,0,1,0,9.88791695754517,508400,13.1390238182974,13.1390238182974,0,5,2,0,0
"1249","2015014335_1","2015014335","浙江省",1,75,1,3,0,0,1,0,10.5445648214299,1641264.5,14.3109775392897,14.3109775392897,174584.46875,5,2,2,0
"1250","2015014338_1","2015014338","浙江省",1,76,1,2,1,2,1,0,11.2401976843003,797800,13.5896132184534,13.5896132184534,197000,4,1,2,0
"1251","2015014339_21","2015014339","浙江省",1,74,1,2,1,0,1,0,10.4589231872206,87339,11.3775523774663,11.3775523774663,23373,3,2,0,0
"1252","2015014340_2","2015014340","浙江省",1,51,1,6,1,5,1,0,12.0142581732527,907400,13.718338646212,13.718338646212,237900,5,2,2,0
"1253","2015014382_1","2015014382","浙江省",1,74,0,2,0,0,1,1,8.65979459395071,5037,8.52456594574565,8.52456594574565,1637,5,2,2,0
"1254","2015014390_1","2015014390","浙江省",1,53,1,3,1,0,1,1,11.0813730220987,1716409.875,14.3557453854039,14.3557453854039,484397.28125,5,1,2,2
"1255","2015014392_1","2015014392","浙江省",1,54,1,4,1,0,1,1,11.5538370554766,1702720,14.3477375303901,14.3477375303901,443520,4,2,2,1
"1256","2015014393_1","2015014393","浙江省",1,45,1,3,1,0,1,1,12.7556611853687,2671057,14.7979848321864,14.5998946337572,230952,3,0,2,0
"1257","2015014545_1","2015014545","浙江省",1,33,1,6,1,0,1,0,13.1706200659676,2220594,14.6132852856262,14.6132852856262,871299,2,0,1,1
"1258","2015014546_4","2015014546","浙江省",1,34,1,8,1,11,1,0,11.7664042160805,5222754,15.468535406941,15.2559980797922,905754,3,1,1,2
"1259","2015014549_1","2015014549","浙江省",1,72,1,3,0,0,1,0,9.81656708050543,2251925,14.6272959639571,14.6272959639571,602700,5,0,2,0
