"","id","hhid","prov","male","age","marriage","edu","edu_p","health","work","industry","insurance","rural","total_income","t_income","total_asset","t_asset","nasset","net_asset","fina_asset","house_asset","risk_aver","finknow","finknow_int","finknow_inf","finknow_risk","finance_inf","ind_business","house","numhouse","cash","current_dep","time_dep","stock","stock_a","bond","bond_a","fund","fund_a","inter_fin","inter_fin_a","fin_planning","fin_planning_a","derivative","der_a","golden","golden_a","nonrmb","nonrmb_a","riskasset","pro_stock","fin_market","pro_fin_market","t_income2","age2"
"2372","2019009369_1","2019009369","上海市",1,67,1,3,3,3,0,0,1,0,38075,10.5473131777634,74830.890625,11.2229860549814,74830.890625,11.2229860549814,68530.890625,0,5,2,1,1,0,2,0,0,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.245815269821,4489
"2373","2019009373_1","2019009373","上海市",0,46,1,6,6,5,1,12,1,0,80350,11.2941473711657,2534664,14.7455716418439,2534664,14.7455716418439,318493,2e+06,5,1,1,0,0,2,0,1,1,10000,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.557764841608,2116
"2374","2019009376_1","2019009376","上海市",1,66,1,3,3,3,0,0,1,0,67900,11.1257913135468,246816.84375,12.4164018172664,246816.84375,12.4164018172664,243466.84375,0,5,2,1,1,0,2,0,0,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.783232352593,4356
"2375","2019009381_2","2019009381","上海市",1,76,1,3,3,4,0,0,1,0,126305.2578125,11.7464569370247,5279088,15.4792639134906,5279088,15.4792639134906,755888,4480000,5,3,1,1,1,3,0,1,1,5000,22868,399548,1,70000,0,0,0,0,1,20000,1,2e+05,0,0,0,0,0,0,290000,0.0926,1,0.3837,137.979250573377,5776
"2376","2019009382_2","2019009382","上海市",1,74,1,5,5,4,0,0,1,0,79933.1796875,11.2889463107309,386312,12.8644006121118,386312,12.8644006121118,356212,0,5,2,1,0,1,2,0,0,1,10000,10000,333212,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,127.440308806564,5476
"2377","2019009385_2","2019009385","上海市",1,69,1,3,3,4,0,0,1,0,-906384.25,-13.7172186121107,1312339.375,14.0873218850064,1312339.375,14.0873218850064,470880.375,775459,5,2,0,1,1,2,0,1,1,474,210,0,1,0,0,0,0,0,1,6000,0,0,0,0,0,0,0,0,6000,0,1,0.0127,188.162086452437,4761
"2378","2019009402_1","2019009402","上海市",0,50,1,6,6,3,1,13,1,0,98470,11.4975072122418,5084479,15.4417031240052,5084479,15.4417031240052,213479,4800000,5,2,1,1,0,1,0,1,1,5000,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,132.192672095553,2500
"2379","2019009403_1","2019009403","上海市",1,50,1,3,3,3,1,10,1,0,63250,11.0548504065898,418422,12.9442457716125,418422,12.9442457716125,113472,3e+05,4,0,0,0,0,2,0,1,1,1500,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,122.209717512078,2500
"2380","2019009405_1","2019009405","上海市",0,65,1,3,3,4,0,0,1,0,104775,11.5595704727933,5665550,15.5499145351102,5665550,15.5499145351102,32800,5600000,3,0,0,0,0,3,0,1,1,2500,0,25000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,133.623669515474,4225
"2381","2019009411_1","2019009411","上海市",0,89,0,6,6,3,0,0,1,0,-122393,-11.7149924578825,379000,12.8452914840646,379000,12.8452914840646,374000,0,5,2,1,0,1,2,0,0,1,500,2000,0,1,0,0,0,1,21000,1,0,0,0,0,0,0,0,0,0,21000,0,1,0.0561,137.241048288244,7921
"2382","2019009412_1","2019009412","上海市",1,22,0,7,7,4,1,7,1,0,283400,12.5546146062387,488032,13.0981362564559,478032,13.0774329548395,43641,0,5,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6000,0,0,0,0,0,0,0,0,6000,0,1,0.1375,157.618347911183,484
"2383","2019009413_2","2019009413","上海市",1,55,0,4,4,4,1,6,1,0,156170,11.9587004364819,2068229,14.5422032434895,2068229,14.5422032434895,11886,2023343,5,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1e-04,143.010516129512,3025
"2384","2019009414_2","2019009414","上海市",1,35,1,6,6,3,1,11,1,0,548924,13.2157152773934,12308189,16.3257753711723,10878189,16.2022703333315,518914,11500000,4,2,1,0,1,1,0,1,2,2000,0,0,1,10000,0,0,0,0,1,1e+05,0,0,0,0,0,0,0,0,110000,0.0193,1,0.212,174.655130293129,1225
"2385","2019009416_1","2019009416","上海市",0,63,1,4,4,4,0,0,1,0,213491.96875,12.2713544938473,5999537,15.6071928575482,5999537,15.6071928575482,954535,5e+06,3,1,0,0,1,3,0,1,1,3841,0,251998,0,0,0,0,1,78828,1,0,1,6e+05,0,0,0,0,0,0,678828,0,1,0.7112,150.586141113665,3969
"2386","2019009417_2","2019009417","上海市",1,74,1,3,3,2,0,0,1,0,84303.59375,11.3421797735677,36336,10.5005642643453,36336,10.5005642643453,28336,0,5,0,0,0,0,1,0,0,1,7000,1027,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.645042015927,5476
"2387","2019009418_1","2019009418","上海市",0,55,1,4,1,5,0,0,1,0,248800,12.4244046398472,9075200,16.0210559764398,9075200,16.0210559764398,2460200,6500000,5,1,0,1,0,5,0,1,3,1000,0,1e+06,0,0,0,0,1,450000,1,0,1,1e+06,0,0,0,0,0,0,1450000,0,1,0.5894,154.365830654656,3025
"2388","2019009437_1","2019009437","上海市",0,87,1,3,3,3,0,0,1,0,132000,11.7905572015685,5010372,15.4270207218015,5010372,15.4270207218015,10372,5e+06,5,0,0,0,0,2,0,1,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.017239123459,7569
"2389","2019009447_1","2019009447","上海市",0,74,1,6,6,4,0,0,1,0,359449,12.79232758238,9216131,16.0364658762265,9216131,16.0364658762265,1170131,8e+06,5,0,0,0,0,4,0,1,1,20000,4e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.643644974921,5476
"2390","2019009463_1","2019009463","上海市",1,80,1,7,7,3,0,0,1,0,193094.703125,12.170936037305,5267507,15.4770677535633,5267507,15.4770677535633,238507,5e+06,5,2,1,1,0,2,0,1,1,30000,604,206173,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,148.13168402417,6400
"2391","2019009466_1","2019009466","上海市",1,74,1,6,6,4,0,0,1,0,125770,11.7422101210412,7133500,15.780312555537,7133500,15.780312555537,2620500,4500000,1,2,1,1,0,5,0,1,1,10000,10000,1e+06,1,5e+05,0,0,1,1e+05,0,0,0,0,0,0,0,0,0,0,6e+05,0.1908,1,0.229,137.879498526682,5476
"2392","2019009470_1","2019009470","上海市",1,72,1,5,5,4,0,0,1,0,111452.5,11.6213537701461,4530205,15.3262777502984,4530205,15.3262777502984,506705,4e+06,5,1,0,0,1,4,0,1,1,627,15000,0,1,10000,0,0,0,0,1,0,1,80000,0,0,0,0,0,0,90000,0.0197,1,0.1776,135.055863450889,5184
"2393","2019009472_1","2019009472","上海市",0,81,0,6,6,3,0,0,1,0,64835,11.079600859983,5020019,15.4289442765213,5020019,15.4289442765213,20019,5e+06,5,0,0,0,0,2,0,1,1,10000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.757555216536,6561
"2394","2019009473_1","2019009473","上海市",0,56,1,8,8,3,0,0,1,0,76492.40625,11.2449467501817,4694621,15.3619279431915,4694621,15.3619279431915,537121,4e+06,5,0,0,0,0,1,0,1,1,0,282904,233216,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,126.448827414421,3136
"2395","2019009474_1","2019009474","上海市",0,65,1,4,4,4,0,0,1,0,137635,11.8323605326024,4614080,15.3446230561004,4614080,15.3446230561004,110000,4500000,3,1,1,0,0,2,0,1,1,0,10000,0,0,0,0,0,0,0,0,0,1,1e+05,0,0,0,0,0,0,1e+05,0,1,0.9091,140.004755773486,4225
"2396","2019009477_1","2019009477","上海市",0,75,1,3,3,4,0,0,1,0,61250,11.022719128407,34153,10.4386057088712,34153,10.4386057088712,32703,0,5,0,0,0,0,3,0,0,1,2000,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.500336983749,5625
"2397","2019009487_1","2019009487","上海市",1,58,1,6,6,3,1,2,1,0,-58820,-10.982237212108,8054289.5,15.9017153646196,8054289.5,15.9017153646196,1539689.625,6500000,4,3,1,1,1,3,0,1,2,839,40000,0,1,40000,0,0,1,25000,1,1e+05,1,30000,0,0,0,0,0,0,195000,0.026,1,0.1266,120.609534183009,3364
"2398","2019009489_1","2019009489","上海市",1,49,1,9,9,3,1,5,1,0,430350,12.9723541100776,4023331,15.2076207244551,4017831,15.2062527627457,395331,3500000,2,3,1,1,1,3,0,1,1,0,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,168.281971157248,2401
"2399","2019009494_2","2019009494","上海市",0,44,1,4,4,4,1,12,1,0,55550.75,10.9250522963268,5427247,15.5069425651847,5427247,15.5069425651847,426947,5e+06,3,1,0,1,0,3,0,1,1,2000,5000,127550,1,1e+05,0,0,0,0,1,132,0,0,0,0,0,0,0,0,100132,0.2342,1,0.2345,119.356767677475,1936
"2400","2019009496_1","2019009496","上海市",0,70,1,4,4,2,0,0,1,0,91660.5,11.4258468129904,1150309,13.9555411598994,1150309,13.9555411598994,63450,1076359,5,0,0,0,0,1,0,1,1,30000,3000,30000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,130.549975393923,4900
"2401","2019009498_1","2019009498","上海市",1,30,1,4,4,5,1,5,1,0,198085,12.1964515104861,774792,13.5603498852164,774792,13.5603498852164,155092,5e+05,1,1,1,0,0,1,0,1,1,0,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,148.753429447639,900
"2402","2019009502_1","2019009502","上海市",0,56,1,6,2,3,1,3,1,0,275050.5625,12.5247102233842,5834778,15.5793467767065,5834778,15.5793467767065,780577.8125,5e+06,3,3,1,1,1,2,0,1,1,10000,8000,82105,1,30000,0,0,0,0,1,0,1,2e+05,0,0,0,0,0,0,230000,0.0384,1,0.2947,156.868366179745,3136
"2403","2019009503_1","2019009503","上海市",0,86,0,3,3,3,0,0,1,0,50600.47265625,10.8317161962645,7785,8.9599540842681,7785,8.9599540842681,1135,0,5,0,0,0,0,1,0,0,1,1000,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.32607575642,7396
"2404","2019009504_2","2019009504","上海市",1,54,1,7,7,4,1,12,1,0,318132.625,12.6702236345655,6335736,15.6617165449417,6335736,15.6617165449417,835736,5500000,2,2,1,1,0,1,0,1,1,14768,6182,0,1,1000,0,0,1,0,1,0,1,209219,0,0,0,0,0,0,210219,0.0012,1,0.2515,160.534566949902,2916
"2405","2019009505_1","2019009505","上海市",0,22,0,7,7,4,0,0,1,0,7045.5,8.86014439413516,31000,10.3417424834673,31000,10.3417424834673,15500,0,3,3,1,1,1,3,0,0,1,500,13000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,78.5021586849247,484
"2406","2019009509_1","2019009509","上海市",1,44,1,7,7,3,1,8,1,0,244040,12.4050874252658,1626834,14.302146352723,1626834,14.302146352723,1002234,6e+05,5,0,0,0,0,1,0,1,1,500,3e+05,3e+05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,153.886194028487,1936
"2407","2019009512_1","2019009512","上海市",0,61,1,4,4,3,0,0,1,0,91150,11.4202617801068,2267737.75,14.6342933066326,2267737.75,14.6342933066326,263597.8125,2e+06,5,1,0,1,0,1,0,1,1,0,1e+05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,130.422379126168,3721
"2408","2019009513_1","2019009513","上海市",0,62,1,5,5,3,0,0,1,0,188050,12.1444631638985,4895650,15.4038576136909,4895650,15.4038576136909,797000,4e+06,2,3,1,1,1,3,0,1,1,30000,3e+05,2e+05,1,5000,0,0,0,0,1,0,1,2e+05,0,0,0,0,0,0,205000,0.0063,1,0.2572,147.487985539287,3844
"2409","2019009514_1","2019009514","上海市",1,70,1,7,7,4,0,0,1,0,123670,11.7253720067361,8623700,15.9700247848839,8623700,15.9700247848839,534500,8e+06,5,2,1,1,0,2,0,1,1,10000,20000,0,0,0,0,0,0,0,1,0,1,2e+05,0,0,0,0,0,0,2e+05,0,1,0.3742,137.484348696351,4900
"2410","2019009515_2","2019009515","上海市",1,80,1,7,7,2,0,0,1,0,145100,11.8851784388723,2444579,14.709383477926,2444579,14.709383477926,110000,2300819,5,0,0,0,0,1,0,1,1,5000,0,1e+05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,141.257466523834,6400
"2411","2019009516_2","2019009516","上海市",1,65,1,3,3,3,0,0,1,0,94103.5,11.4521505193557,3554200.25,15.0836406310728,3554200.25,15.0836406310728,36950.19140625,3500000,5,1,0,1,0,1,0,1,1,0,1000,0,0,0,0,0,0,0,1,0,1,30000,0,0,0,0,0,0,30000,0,1,0.8119,131.15175151798,4225
"2412","2019009517_1","2019009517","上海市",1,29,0,8,8,5,1,9,1,0,47175,10.7616193702368,3602000,15.096999804718,2602000,14.7717909380546,96000,3500000,2,2,0,1,1,5,0,1,1,1000,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,115.812451469855,841
"2413","2019009518_1","2019009518","上海市",1,56,1,4,1,2,0,0,1,0,73536.9765625,11.2055436411804,3330758,15.018710463681,3330758,15.018710463681,316708,3e+06,4,2,0,1,1,3,0,1,1,1500,3708,0,0,0,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,3000,0,1,0.0095,125.564208294398,3136
"2414","2019009519_2","2019009519","上海市",1,77,1,4,4,2,0,0,1,0,124028,11.7282626255483,2694769,14.8068230443658,2694769,14.8068230443658,23500,2665769,5,2,1,1,0,1,0,1,1,15000,8000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,137.552144213834,5929
"2415","2019009520_1","2019009520","上海市",0,78,0,4,4,2,0,0,1,0,29919,10.30624900907,2619613,14.7785371549034,2619613,14.7785371549034,115000,2500000,5,0,0,0,0,1,0,1,1,5000,10000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,106.218768636956,6084
"2416","2019009521_1","2019009521","上海市",0,84,1,6,6,3,0,0,1,0,121545.5,11.7080439572572,2171328,14.5908495198991,2171328,14.5908495198991,226997,1937127,5,0,0,0,0,1,0,1,1,1e+05,13000,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.078293305067,7056
"2417","2019009522_1","2019009522","上海市",0,67,1,3,3,3,0,0,1,0,95000,11.4616321705827,2518900,14.7393328562538,2518900,14.7393328562538,0,2516000,5,2,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.369012013736,4489
"2418","2019009523_2","2019009523","上海市",1,60,1,3,3,3,1,7,1,0,192871.359375,12.1697787139202,10672285,16.1831607521783,10672285,16.1831607521783,281550,10376785,4,1,0,1,0,1,0,1,2,5000,193530,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,148.103513945786,3600
"2419","2019009524_3","2019009524","上海市",1,65,1,3,3,1,0,0,1,0,211729,12.2630624340426,2960271.75,14.9007916295186,2960271.75,14.9007916295186,443491.8125,2500000,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,150.382700261226,4225
"2420","2019009525_2","2019009525","上海市",1,71,1,3,3,2,0,0,1,0,-6925,-8.84289333105554,2908751,14.8832343373889,2908751,14.8832343373889,103700,2800000,5,2,0,1,1,1,0,1,1,2000,50000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78.1967624644265,5041
"2421","2019009526_1","2019009526","上海市",1,30,1,8,8,4,1,5,1,0,489163,13.1004510462471,4290847,15.2719947073137,3740847,15.1348226143384,195847,3500000,2,2,0,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,171.621817615118,900
"2422","2019009527_1","2019009527","上海市",0,24,0,7,7,4,1,11,1,0,183928,12.1222996556638,320000,12.6760762747759,318500,12.6713777539944,300500,0,3,2,0,1,1,3,0,0,1,1500,1e+05,40000,1,0,0,0,0,0,1,40000,0,0,0,0,0,0,0,0,40000,0,1,0.1331,146.950148941706,576
"2423","2019009528_1","2019009528","上海市",0,56,0,4,4,3,1,7,1,0,219344,12.2983965526757,9789639,16.0968351394652,9789639,16.0968351394652,1452639,8300000,1,3,1,1,1,3,0,1,2,4000,30000,5e+05,1,0,0,0,0,0,1,75,1,4e+05,0,0,0,0,0,0,400075,0,1,0.2754,151.250557766865,3136
"2424","2019009529_2","2019009529","上海市",0,65,0,2,2,3,0,0,1,0,309925,12.6440856117063,10028928,16.1209842748642,10028928,16.1209842748642,433000,9500000,4,3,1,1,1,3,1,1,2,20000,150000,0,1,0,0,0,0,0,1,50000,0,0,0,0,0,0,0,0,50000,0,1,0.1155,159.872900956159,4225
"2425","2019009530_1","2019009530","上海市",1,82,1,6,6,3,0,0,1,0,98885,11.5017128377561,5177700,15.4598715001876,5177700,15.4598715001876,118000,5e+06,4,2,1,1,0,3,0,1,1,5000,0,0,1,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,0,5000,0,1,0.0424,132.289398202204,6724
"2426","2019009531_1","2019009531","上海市",0,69,1,3,3,3,0,0,1,0,102175,11.5344423084325,2603000,14.7721751839767,2603000,14.7721751839767,67500,2500000,5,0,0,0,0,1,0,1,1,2000,0,65000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,133.043359366557,4761
"2427","2019009532_1","2019009532","上海市",0,35,1,6,6,5,1,0,1,0,1318878,14.0922919331077,14943219,16.5197681763078,13243219,16.3989962058108,1046576,8e+06,5,3,1,1,1,5,1,1,1,513,1e+05,0,1,0,0,0,0,0,1,30000,0,0,0,0,0,0,0,0,30000,0,1,0.0287,198.592691927933,1225
"2428","2019009533_1","2019009533","上海市",0,29,0,8,8,5,1,2,1,0,153950,11.9443831533526,339702,12.7358240416792,339702,12.7358240416792,283202,0,3,3,1,1,1,2,0,0,1,1000,2e+05,0,1,0,0,0,1,14000,1,1000,1,35000,0,0,0,0,0,0,50000,0,1,0.1766,142.668288914095,841
"2429","2019009534_1","2019009534","上海市",0,40,1,6,6,5,0,0,1,0,166163.5,12.0207275223628,3885340,15.1727210540421,3872340,15.1693695334409,302840,3570000,3,2,0,1,1,5,0,1,1,50000,1000,0,1,80000,0,0,0,0,1,1e+05,0,0,0,0,0,0,0,0,180000,0.2642,1,0.5944,144.497890166891,1600
"2430","2019009535_3","2019009535","上海市",1,57,1,4,4,3,0,0,1,0,72594.109375,11.1926390594356,3454977.5,15.0553265028617,3454977.5,15.0553265028617,355014.375,3094963,5,1,0,1,0,1,0,1,1,0,36030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.275169114804,3249
"2431","2019009536_1","2019009536","上海市",1,60,0,3,3,3,0,0,1,0,61505,11.0268737513029,2458600,14.7151026402154,2458600,14.7151026402154,60500,2380000,5,0,0,0,0,2,0,1,1,30000,30000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,121.591944727173,3600
"2432","2019009537_1","2019009537","上海市",1,32,1,7,7,3,1,13,1,0,267700,12.4976222295084,11170020,16.2287439615541,11170020,16.2287439615541,445000,10500000,5,2,1,1,0,1,0,1,2,5000,2e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,156.190561391504,1024
"2433","2019009538_2","2019009538","上海市",1,66,1,7,7,2,0,0,1,0,153617.5,11.9422210254976,5908418,15.591888671654,5908418,15.591888671654,507867.78125,5400000,5,1,0,1,0,1,0,1,1,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.616643021837,4356
"2434","2019009539_1","2019009539","上海市",1,64,1,4,4,3,0,0,1,0,114500,11.6483301019764,2363305.25,14.6755717268359,2363305.25,14.6755717268359,343605.21875,2e+06,3,3,1,1,1,4,0,1,1,80000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135.68359416461,4096
"2435","2019009610_1","2019009610","上海市",0,64,0,1,1,4,0,0,1,0,32000,10.3734911817819,4000,8.29404964010203,4000,8.29404964010203,1000,0,5,0,0,0,0,1,0,0,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.609319298506,4096
"2436","2019009611_2","2019009611","上海市",0,61,1,4,4,3,0,0,1,0,42011.6640625,10.6457025744834,33785,10.4277721959863,33785,10.4277721959863,25785,0,5,0,0,0,0,3,0,0,1,3000,3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.330983304363,3721
"2437","2019009612_1","2019009612","上海市",1,72,1,2,2,5,0,0,1,0,91070,11.4193837205619,2217522,14.611900914199,2217522,14.611900914199,212672,2e+06,4,1,1,0,0,2,0,1,1,2000,20000,0,0,0,0,0,1,90000,0,0,1,1e+05,0,0,0,0,0,0,190000,0,1,0.8934,130.402324557433,5184
"2438","2019009613_1","2019009613","上海市",1,67,1,3,3,4,0,0,1,0,69164,11.1442357750247,249133,12.4257421693929,249133,12.4257421693929,247883,0,5,0,0,0,0,1,0,0,1,5000,0,0,0,0,0,0,0,0,1,0,1,240000,0,0,0,0,0,0,240000,0,1,0.9682,124.19399100934,4489
"2439","2019009614_2","2019009614","上海市",0,46,1,1,1,4,1,5,1,0,92058.796875,11.4301827483634,21226,9.96298212432177,21226,9.96298212432177,14826,0,4,2,1,1,0,1,0,1,1,0,6800,0,0,0,0,0,0,0,1,1000,0,0,0,0,0,0,0,0,1000,0,1,0.0674,130.649077660984,2116
"2440","2019009618_1","2019009618","上海市",0,81,0,2,2,4,0,0,1,0,42007,10.6455915500448,3008090,14.916815883817,3008090,14.916815883817,2640,3e+06,5,0,0,0,0,1,0,1,1,300,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.328619450386,6561
"2441","2019009619_1","2019009619","上海市",0,63,0,3,3,2,0,0,1,0,78002.765625,11.2644995617739,2216214,14.6113108925838,2216214,14.6113108925838,64232,2147532,5,0,0,0,0,1,0,1,1,30000,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.888950377205,3969
"2442","2019009631_1","2019009631","上海市",1,66,1,5,5,4,0,0,1,0,120350,11.6981594432112,1318653,14.0921213189989,1318653,14.0921213189989,110653,1200000,5,1,1,0,0,2,0,1,1,576,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.846934358792,4356
"2443","2019009632_1","2019009632","上海市",1,67,1,6,6,4,0,0,1,0,87571,11.3802051718869,2037286,14.5271290879062,2037286,14.5271290879062,6286,2e+06,5,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,129.509069754242,4489
"2444","2019009635_1","2019009635","上海市",1,53,1,4,1,3,1,12,1,0,289947,12.5774534266396,3841911,15.1614804570241,3541911,15.0801769699624,629311,3200000,4,2,1,1,0,1,0,1,2,20000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,158.192334699288,2809
"2445","2019009657_2","2019009657","上海市",1,70,1,4,1,3,0,0,1,0,84000,11.3385720778255,5181442,15.460593953874,5181442,15.460593953874,56242.12890625,5e+06,5,1,0,1,0,1,0,1,1,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.563216764043,4900
"2446","2019009660_2","2019009660","上海市",0,78,1,4,4,3,0,0,1,0,108000,11.5898865061064,4263705,15.2656490585696,4263705,15.2656490585696,0,4255202,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.325469224426,6084
"2447","2019009661_1","2019009661","上海市",1,76,1,6,6,3,0,0,1,0,483879.5,13.0895911877592,4081940,15.2220829235668,4081940,15.2220829235668,551440,3500000,3,1,0,1,0,3,0,1,1,0,65000,250000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,171.337397462663,5776
"2448","2019009664_1","2019009664","上海市",0,62,1,4,4,2,0,0,1,0,20292,9.91798199868658,1849315,14.4303258582173,1349315,14.1151076142325,45150,1800000,4,0,0,0,0,2,0,1,1,150,0,0,1,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0.5537,1,0.5537,98.366366926271,3844
"2449","2019009665_1","2019009665","上海市",0,40,1,3,3,4,1,0,1,0,161597,11.9928608605404,4760382,15.3758384750884,3621582,15.1024215049126,136160,4096949,4,1,1,0,0,2,1,1,3,10000,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143.828711620281,1600
"2450","2019009713_2","2019009713","上海市",1,48,1,4,4,2,1,6,1,0,156151,11.9585787667893,5451231,15.5113520126939,5451231,15.5113520126939,822931,4600000,4,2,0,1,1,2,0,1,2,5000,60000,250000,0,0,0,0,0,0,1,0,1,120000,0,0,0,0,0,0,120000,0,1,0.1458,143.007606121505,2304
"2451","2019009715_1","2019009715","上海市",0,62,1,4,4,3,0,0,1,0,87153.5,11.3754262107843,4137982.25,15.2357188477666,4137982.25,15.2357188477666,278982.25,3840000,4,0,0,0,0,2,0,1,1,4000,11000,0,0,0,0,0,1,0,0,0,1,120000,0,0,0,0,0,0,120000,0,1,0.4301,129.400321476999,3844
"2452","2019009718_1","2019009718","上海市",0,67,1,3,3,1,0,0,1,0,90300,11.4108927394051,3008670,14.9170086786108,3008670,14.9170086786108,1000,3e+06,5,1,0,1,0,1,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.208473110207,4489
"2453","2019009721_2","2019009721","上海市",0,65,1,5,5,3,0,0,1,0,159087.5,11.9772096443003,4152842.5,15.2393035975017,4152842.5,15.2393035975017,534542.375,3600000,4,2,0,1,1,3,0,1,1,2500,25000,0,0,0,0,0,1,30000,1,0,1,45000,0,0,0,0,0,0,75000,0,1,0.1403,143.45355086352,4225
"2454","2019009722_1","2019009722","上海市",0,72,1,7,7,3,0,0,1,0,146549,11.8951151225061,5227611,15.4694649439189,5227611,15.4694649439189,211961,5e+06,4,1,0,1,0,3,0,1,1,13461,14000,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.493763777673,5184
"2455","2019009763_1","2019009763","上海市",0,69,1,3,3,3,0,0,1,0,392346,12.8798993825247,9034784,16.0165925746945,9034784,16.0165925746945,745784,8e+06,5,0,0,0,0,1,0,1,1,50000,0,0,1,40000,0,0,0,0,1,228,1,5e+05,0,0,0,0,0,0,540228,0.0536,1,0.7244,165.89180810396,4761
