"","id","hhid","prov","male","age","marriage","edu","edu_p","health","work","industry","insurance","rural","total_income","t_income","total_asset","t_asset","nasset","net_asset","fina_asset","house_asset","risk_aver","finknow","finknow_int","finknow_inf","finknow_risk","finance_inf","ind_business","house","numhouse","cash","current_dep","time_dep","stock","stock_a","bond","bond_a","fund","fund_a","inter_fin","inter_fin_a","fin_planning","fin_planning_a","derivative","der_a","golden","golden_a","nonrmb","nonrmb_a","riskasset","pro_stock","fin_market","pro_fin_market","t_income2","age2"
"1275","2015014610_1","2015014610","浙江省",1,44,1,3,3,3,1,2,1,0,114217.5,11.645859804394,1065458,13.8789153116303,1065458,13.8789153116303,428808,550000,5,2,1,1,0,3,0,1,1,1500,5000,120000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135.626050583599,1936
"1276","2015014614_1","2015014614","浙江省",1,59,0,2,2,3,1,2,1,0,72130,11.1862253254977,655626,13.3933457833937,655626,13.3933457833937,248000,401676,5,0,0,0,0,1,0,1,1,1e+05,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.131637032807,3481
"1277","2015014618_1","2015014618","浙江省",1,77,1,3,3,3,0,0,1,0,114075,11.6446114057956,354469,12.778376174022,354469,12.778376174022,187269,150000,5,0,0,0,0,1,0,1,1,0,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135.596974791985,5929
"1278","2015014621_2","2015014621","浙江省",0,71,1,2,2,2,0,0,1,1,39158,10.5753600228172,752080,13.5305979802524,752080,13.5305979802524,61500,679580,5,0,0,0,0,1,0,1,1,1500,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.838239612201,5041
"1279","2015014622_1","2015014622","浙江省",1,57,1,3,3,4,1,2,1,1,127021,11.7521077061019,233280,12.3599947278024,233280,12.3599947278024,16842,201018,5,0,0,0,0,1,0,1,1,8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.11203553582,3249
"1280","2015014624_2","2015014624","浙江省",0,63,1,3,3,3,0,0,1,1,81555,11.3090329182481,493744,13.1097724432249,493744,13.1097724432249,121640,3e+05,5,1,0,1,0,1,0,1,1,2000,30000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.89422554602,3969
"1281","2015014626_4","2015014626","浙江省",1,70,1,2,2,3,1,0,1,1,15205.900390625,9.62943881510436,18200,9.80917687306489,18200,9.80917687306489,0,0,5,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.7260918938385,4900
"1282","2015014629_1","2015014629","浙江省",1,70,0,2,2,3,1,11,1,1,68050,11.1279980080796,79900,11.2885311317544,79900,11.2885311317544,60000,0,3,0,0,0,0,3,0,0,1,10000,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.832339667824,4900
"1283","2015014630_1","2015014630","浙江省",0,63,1,2,2,3,1,2,1,1,160739.5,11.9875403211485,214928,12.2780583673028,214928,12.2780583673028,3678,186550,5,0,0,0,0,1,0,1,1,2000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.70112295116,3969
"1284","2015014631_1","2015014631","浙江省",1,40,1,6,6,4,1,13,1,1,99885,11.5117748032128,1164443,13.9677534190622,1164443,13.9677534190622,313443,350000,5,0,0,0,0,3,0,1,1,2000,70000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,132.520959119886,1600
"1285","2015014632_1","2015014632","浙江省",1,61,1,2,2,4,1,0,1,1,57000,10.9508065468167,856889,13.6610636676043,856889,13.6610636676043,22926,626763,5,0,0,0,0,1,0,1,1,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.920164025803,3721
"1286","2015014633_1","2015014633","浙江省",1,53,1,3,3,4,1,4,1,1,65214.30078125,11.0854340609996,1074429.75,13.8873006136812,1056429.75,13.8704056206898,372229.8125,650000,5,1,1,0,0,3,0,1,1,5700,5800,28000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.88684832077,2809
"1287","2015014634_1","2015014634","浙江省",1,79,1,2,2,5,0,0,1,1,52270,10.864177871707,564525,13.2437399485708,564525,13.2437399485708,442000,1e+05,3,1,1,0,0,4,0,1,1,1000,20000,1e+05,1,0,0,0,1,1e+05,0,0,1,2e+05,0,0,0,0,0,0,3e+05,0,1,0.6787,118.030360828087,6241
"1288","2015014635_1","2015014635","浙江省",0,55,0,3,3,2,1,10,1,1,57210,10.9544839872626,390243.53125,12.8745262623274,390243.53125,12.8745262623274,112773.53125,250000,5,0,0,0,0,1,0,1,1,625,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.000719427192,3025
"1289","2015014636_1","2015014636","浙江省",1,63,1,2,2,3,0,0,1,1,42710,10.6621883638355,180393.640625,12.1028966344649,180393.640625,12.1028966344649,120194.640625,50000,5,0,0,0,0,1,0,1,1,20000,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.682260705909,3969
"1290","2015014638_1","2015014638","浙江省",1,74,1,2,2,3,1,0,1,1,62989,11.0507153869542,650300,13.3851890738572,650300,13.3851890738572,140000,5e+05,5,0,0,0,0,1,0,1,1,50000,40000,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.118310563465,5476
"1291","2015014779_1","2015014779","浙江省",1,70,1,2,2,3,0,0,1,0,65406.25,11.0883730986284,735400,13.5081698478493,735400,13.5081698478493,29400,7e+05,5,0,0,0,0,1,0,1,1,2800,5500,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.952017974386,4900
"1292","2015014782_1","2015014782","浙江省",1,64,1,3,3,3,0,0,1,0,157150,11.9649560422257,1824135.125,14.4166165285611,1824135.125,14.4166165285611,715485.125,1100000,4,1,0,1,0,1,0,1,1,0,5e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143.160173092394,4096
"1293","2015014785_1","2015014785","浙江省",1,58,1,4,4,4,1,13,1,0,112770,11.6331056252263,1434824,14.1765527515703,1434824,14.1765527515703,162124,850000,5,0,0,0,0,2,0,1,1,1000,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135.329146487673,3364
"1294","2015014787_2","2015014787","浙江省",1,43,1,6,6,5,1,7,1,0,120750,11.7014775715148,1696500,14.3440778632064,1146500,13.9522243812801,238000,1300000,4,0,0,0,0,1,0,1,1,1000,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.924577356664,1849
"1295","2015014789_1","2015014789","浙江省",0,34,1,7,7,3,1,12,1,0,87377.6640625,11.377994969057,917054,13.728921637182,917054,13.728921637182,12059,720723,4,1,1,0,0,2,0,1,1,25,1905,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,18,0,1,0.0015,129.458769515886,1156
"1296","2015014790_22","2015014790","浙江省",1,61,1,3,3,4,1,6,1,0,96656.421875,11.4789179270748,1269397,14.0540525425305,1269397,14.0540525425305,209897,1e+06,3,0,0,0,0,3,0,1,1,770,156693,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,131.765556776518,3721
"1297","2015014792_2","2015014792","浙江省",1,77,1,4,4,3,0,0,1,0,174500,12.0696800206246,821620,13.6190332800461,821620,13.6190332800461,150000,670000,4,1,1,0,0,2,0,1,1,50000,0,0,0,0,0,0,0,0,0,0,1,1e+05,0,0,0,0,0,0,1e+05,0,1,0.6667,145.677175800265,5929
"1298","2015014793_2","2015014793","浙江省",1,38,1,6,6,3,1,12,1,0,66003.5,11.0974630499055,2504049,14.7334195797008,2504049,14.7334195797008,96064,2401185,3,0,0,0,0,2,0,1,1,50,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,123.153686144019,1444
"1299","2015014831_1","2015014831","浙江省",1,53,1,4,4,4,1,0,1,1,135717.5,11.8183307984515,2216320,14.6113587207561,2216320,14.6113587207561,326220,1700000,4,1,0,1,0,3,0,1,3,0,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,139.672942861627,2809
"1300","2015014839_21","2015014839","浙江省",1,55,1,2,2,3,1,0,1,1,175510.984375,12.0754569089608,2836912,14.8582266946282,2836912,14.8582266946282,536745,1200000,5,0,0,0,0,2,1,1,1,699,305,18661,0,0,0,0,0,0,1,16,1,234658,0,0,0,0,0,0,234674,0,1,0.4372,145.816659560169,3025
"1301","2015014842_2","2015014842","浙江省",1,40,1,4,4,3,1,0,1,1,40085.5,10.5987699518931,146761,11.8965606922917,146761,11.8965606922917,75211,15000,2,1,0,1,0,2,1,1,1,5000,23000,0,0,0,0,0,0,0,1,3000,0,0,0,0,0,0,0,0,3000,0,1,0.0399,112.333924493152,1600
"1302","2015014846_2","2015014846","浙江省",1,42,1,3,3,4,1,2,1,1,52311,10.8649619529856,546769,13.2117816887354,546769,13.2117816887354,87193,424954,4,0,0,0,0,2,0,1,1,6000,0,0,0,0,0,0,0,0,1,7000,0,0,0,0,0,0,0,0,7000,0,1,0.0803,118.047398239825,1764
"1303","2015014876_2","2015014876","浙江省",1,33,1,7,7,4,1,0,1,0,3035,8.0179667034936,5118088,15.4482914897705,4818088,15.3878877268303,307388,1e+06,3,2,1,1,0,3,1,1,1,20000,10000,0,0,0,0,0,0,0,1,50000,1,2e+05,0,0,0,0,0,0,250000,0,1,0.8133,64.287790058332,1089
"1304","2015014884_1","2015014884","浙江省",1,28,0,4,4,4,1,5,0,0,68403.5,11.1331792718922,5350,8.58485183989005,5350,8.58485183989005,3700,0,4,0,0,0,0,1,0,0,1,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,123.947680700089,784
"1305","2015014899_2","2015014899","浙江省",1,67,1,4,4,4,0,0,1,0,272153,12.5141196871343,8738644,15.9832655868535,8738644,15.9832655868535,587143.5625,8e+06,5,0,0,0,0,1,0,1,1,2000,3e+05,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.603191543923,4489
"1306","2015014913_1","2015014913","浙江省",1,55,1,3,3,4,1,0,1,1,82063.5,11.3152486168049,1310156,14.0856567720569,1310156,14.0856567720569,428773,674433,4,1,1,0,0,2,0,1,1,1e+05,5000,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,128.034851260105,3025
"1307","2015014935_2","2015014935","浙江省",1,68,1,2,2,2,0,0,1,0,30440,10.3235128119756,243008,12.4008496435915,243008,12.4008496435915,0,133308,5,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.574916779025,4624
"1308","2015014942_1","2015014942","浙江省",1,54,1,4,4,5,1,0,1,0,174900,12.0719696610067,2511738,14.7364855017676,2441738,14.7082206387896,1012738.125,6e+05,4,1,0,1,0,3,1,1,1,3e+05,50000,3e+05,1,200,0,0,0,0,1,0,1,20000,0,0,0,0,0,0,20200,2e-04,1,0.0199,145.732451496266,2916
"1309","2015014981_1","2015014981","浙江省",1,66,1,2,2,3,0,0,1,1,10000,9.21034037197618,105050,11.5621917062731,105050,11.5621917062731,2000,1e+05,5,0,0,0,0,1,0,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8303697676544,4356
"1310","2015014999_21","2015014999","浙江省",1,56,1,3,3,4,1,2,1,0,81025,11.3025130280097,1422881,14.1681942474332,1422881,14.1681942474332,611581,8e+05,5,0,0,0,0,1,0,1,1,0,50000,50000,0,0,0,0,0,0,1,7500,0,0,0,0,0,0,0,0,7500,0,1,0.0123,127.74680074833,3136
"1311","2015015012_1","2015015012","浙江省",1,74,1,2,2,5,0,0,1,0,80200,11.2922787938546,3009000,14.9171183556122,3009000,14.9171183556122,1000,3e+06,5,0,0,0,0,2,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.515560358138,5476
"1312","2015015046_2","2015015046","浙江省",1,66,1,2,2,4,0,0,1,1,15131.4697265625,9.6245319419564,725355,13.4944164691673,725355,13.4944164691673,222328,5e+05,5,0,0,0,0,2,0,1,1,0,300,22028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.631615101739,4356
"1313","2015015052_2","2015015052","浙江省",1,62,1,3,3,3,0,0,0,1,1220,7.1066061377273,52524,10.8690254869789,52524,10.8690254869789,1000,50957,5,0,0,0,0,1,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.5038507967834,3844
"1314","2015015173_1","2015015173","浙江省",0,47,1,4,4,2,0,0,1,0,71023,11.170759047227,1537657,14.2457703872707,1537657,14.2457703872707,143240,1186417,4,1,1,0,0,3,1,1,2,2000,0,0,0,0,0,0,0,0,1,3800,0,0,0,0,0,0,0,0,3800,0,1,0.0265,124.785857691204,2209
"1315","2015015174_1","2015015174","浙江省",0,35,1,7,4,4,0,0,1,0,60670,11.0132046209363,530500,13.1815752370362,530500,13.1815752370362,29500,480000,3,2,1,1,0,2,0,1,1,500,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,121.290676022614,1225
"1316","2015015176_1","2015015176","浙江省",1,48,1,3,3,3,1,0,1,0,36005.63671875,10.4914307807024,349122,12.7631767102997,349122,12.7631767102997,38922,3e+05,5,0,0,0,0,1,0,1,1,300,182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,110.07011982627,2304
"1317","2015015182_1","2015015182","浙江省",1,55,1,3,3,4,0,0,0,0,127483.65625,11.7557434490895,2365383.5,14.6764507232104,2365383.5,14.6764507232104,227883.578125,2100000,5,0,0,0,0,2,0,1,1,0,81044,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,138.197504040812,3025
"1318","2015015185_1","2015015185","浙江省",1,55,1,6,6,3,0,0,1,0,46105.93359375,10.7386969320633,845868.4375,13.6481191152659,845868.4375,13.6481191152659,536768.4375,3e+05,4,2,1,0,1,2,0,1,1,10000,178267,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,115.319611798706,3025
"1319","2015015191_2","2015015191","浙江省",1,50,1,3,3,3,1,12,1,0,73965,11.2113472873263,489200,13.1005266827952,489200,13.1005266827952,149200,3e+05,5,1,0,1,0,1,0,1,1,5000,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,125.69430799704,2500
"1320","2015015192_2","2015015192","浙江省",1,60,1,4,4,3,1,3,1,0,77300,11.2554492345755,442722,13.0006973125386,442722,13.0006973125386,3974,401748,5,0,0,0,0,3,0,1,1,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.685137472107,3600
"1321","2015015195_1","2015015195","浙江省",1,43,0,3,3,4,1,2,1,0,253000,12.4411447677097,1866200,14.4394148357821,1746200,14.3729525563588,5000,1850000,5,0,0,0,0,1,0,1,2,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,154.782083131109,1849
"1322","2015015196_1","2015015196","浙江省",1,46,1,4,4,3,1,0,1,0,147717.5,11.9030569449132,1877280,14.4453344786575,1827280,14.4183390803225,216480,1600000,4,0,0,0,0,2,0,1,2,4000,5000,0,0,0,0,0,0,0,1,15000,0,0,0,0,0,0,0,0,15000,0,1,0.0693,141.682764633846,2116
"1323","2015015198_2","2015015198","浙江省",0,66,1,2,2,4,0,0,0,0,128855,11.7664430201394,611318,13.3233725610274,611318,13.3233725610274,97818,5e+05,5,0,0,0,0,3,0,1,2,20000,30000,10000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,138.449181346188,4356
"1324","2015015199_1","2015015199","浙江省",1,43,1,2,2,3,1,12,1,0,109890,11.607235144441,372500,12.8279923168018,372500,12.8279923168018,50000,3e+05,5,0,0,0,0,2,0,1,1,0,50000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,134.727907698346,1849
"1325","2015015202_1","2015015202","浙江省",1,63,1,2,2,3,1,0,1,0,34030.5,10.435012460305,391359,12.8773805762855,391359,12.8773805762855,13300,350000,5,0,0,0,0,3,0,1,2,300,3000,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.889485046721,3969
"1326","2015015205_1","2015015205","浙江省",1,56,1,4,4,4,1,0,1,0,48000,10.77895628989,883300,13.6914201727332,753300,13.5322188338138,3000,5e+05,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,116.18589869936,3136
"1327","2015015206_1","2015015206","浙江省",0,47,1,3,3,4,1,2,0,0,81885,11.313071102884,2196568,14.6024067002616,2096568,14.5558122800777,235019,1850000,5,0,0,0,0,3,0,1,3,1000,50000,0,0,0,0,0,0,0,1,12085,0,0,0,0,0,0,0,0,12085,0,1,0.0514,127.985577778908,2209
"1328","2015015208_1","2015015208","浙江省",1,68,1,4,4,4,0,0,1,0,124050,11.7284399891199,6881000,15.7442745481846,5881000,15.5872373734421,5000,5e+06,5,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.556304578388,4624
"1329","2015015213_4","2015015213","浙江省",1,58,1,4,3,4,1,3,1,0,157052.5,11.9643354233374,1650672,14.316693035691,1310672,14.0860505407488,22781,1600000,3,2,1,1,0,2,0,1,2,1000,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,143.145322122126,3364
"1330","2015015214_2","2015015214","浙江省",1,32,1,4,4,4,1,2,1,0,73527,11.2054079646843,782759,13.5705801370465,782759,13.5705801370465,610559,0,5,0,0,0,0,1,0,0,1,500,210000,0,0,0,0,0,0,0,1,276000,0,0,0,0,0,0,0,0,276000,0,1,0.452,125.561167655011,1024
"1331","2015015215_2","2015015215","浙江省",1,49,1,5,1,3,0,0,1,0,9798.5,9.18998459171911,1045855,13.8603452906709,883531,13.6916816578456,119200,4e+05,5,1,1,0,0,1,0,1,1,1000,25000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,84.4558167960346,2401
"1332","2015015218_2","2015015218","浙江省",1,48,1,3,3,2,1,3,1,0,30276,10.3181105984291,417429,12.941869748931,417429,12.941869748931,105265,3e+05,5,1,0,1,0,3,0,1,1,0,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,106.463406321414,2304
"1333","2015015219_1","2015015219","浙江省",1,67,1,2,2,3,0,0,1,0,10028,9.21313645927818,1838109,14.4242478837302,1838109,14.4242478837302,41023,1700000,4,0,0,0,0,2,0,1,1,3000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.8818834172809,4489
"1334","2015015220_2","2015015220","浙江省",1,57,1,3,3,4,0,0,1,0,115505,11.6570690980503,1387483,14.1430018722754,1387483,14.1430018722754,555383,8e+05,5,0,0,0,0,1,0,1,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.887259956719,3249
"1335","2015015222_1","2015015222","浙江省",1,44,1,3,3,3,1,0,1,0,278080,12.5356641210592,1126408,13.9345443666334,966408,13.7813413842741,236000,450000,5,0,0,0,0,2,1,0,1,3000,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,157.14287495601,1936
"1336","2015015224_2","2015015224","浙江省",1,55,1,2,2,5,1,2,1,0,165136,12.0145246558057,466296,13.0525759045911,466296,13.0525759045911,59290,250000,5,0,0,0,0,3,0,1,1,1000,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,144.348802704963,3025
"1337","2015015225_1","2015015225","浙江省",1,59,1,1,1,3,1,0,1,0,71610.3984375,11.178995571978,546789,13.211818266585,501789,13.1259349915901,14255,366134,4,0,0,0,0,3,0,1,1,2000,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,124.969941998303,3481
"1338","2015015227_2","2015015227","浙江省",1,49,1,4,4,3,1,12,1,0,38321,10.5537533277777,620359,13.3380536217048,450359,13.0178003214687,104037,420000,4,1,1,0,0,1,1,1,1,2000,6000,0,0,0,0,0,0,0,1,5000,0,0,0,0,0,0,0,0,5000,0,1,0.0481,111.381709303579,2401
"1339","2015015234_1","2015015234","浙江省",1,56,1,3,3,3,1,12,1,0,364267.5,12.8056437668293,6505620,15.6881769766859,6505620,15.6881769766859,108169,2300000,5,0,0,0,0,2,1,1,2,3000,5000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,163.984512282933,3136
"1340","2015015236_1","2015015236","浙江省",1,56,1,1,1,2,1,0,1,0,67801,11.1243322230823,504208,13.1307441603296,444208,13.0040482001857,2208,4e+05,5,0,0,0,0,1,0,1,1,608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,123.750767409506,3136
"1341","2015015239_2","2015015239","浙江省",1,53,1,3,3,2,1,1,1,0,10673.75,9.27554273522182,719621,13.4864799635121,419621,12.9471072019164,3620,600001,5,0,0,0,0,1,0,1,2,1800,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0356930329262,2809
"1342","2015015240_1","2015015240","浙江省",0,57,1,1,1,3,1,4,1,0,116836.390625,11.6685298644206,1046876,13.861321049219,846376,13.6487189842966,70794,950000,5,0,0,0,0,5,0,1,2,400,968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,136.154589196876,3249
"1343","2015015241_3","2015015241","浙江省",1,36,1,3,3,4,1,4,1,0,128161.125,11.7610435403535,195647,12.1840672940173,195647,12.1840672940173,105826,40000,3,1,0,1,0,2,0,0,1,1500,16036,0,0,0,0,0,0,0,1,25,0,0,0,0,0,0,0,0,25,0,1,2e-04,138.322145158092,1296
"1344","2015015242_2","2015015242","浙江省",1,47,1,4,4,5,1,0,1,0,178226,12.0908076868552,2466310,14.7182336644569,1966310,14.4916692478287,62500,816748,4,1,0,1,0,2,1,1,2,2500,20000,0,0,0,0,0,0,0,1,0,1,10000,0,0,0,0,0,0,10000,0,1,0.16,146.187630520517,2209
"1345","2015015244_1","2015015244","浙江省",1,56,1,2,2,4,1,0,1,0,54387.5,10.9038896270289,244880,12.4085235736193,233880,12.3625634422896,117439,1e+05,5,0,0,0,0,2,0,1,1,2000,25000,20000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,118.894808998429,3136
"1346","2015015247_1","2015015247","浙江省",1,56,1,2,2,2,1,3,1,0,88695,11.392958796923,583068,13.2760590966098,583068,13.2760590966098,262000,250000,5,0,0,0,0,2,0,1,1,5000,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.799510148386,3136
"1347","2015015249_1","2015015249","浙江省",1,51,1,3,3,5,1,0,1,0,104575,11.5576597963104,648000,13.3816459753344,648000,13.3816459753344,92000,5e+05,5,1,0,1,0,1,0,1,1,5000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.57949996725,2601
"1348","2015015251_1","2015015251","浙江省",1,55,1,3,3,4,1,0,1,0,504190,13.1307084601398,2522454,14.7407427951665,2322454,14.6581349432307,240000,1e+06,5,0,0,0,0,2,0,1,1,5000,1e+05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,172.415504665188,3025
"1349","2015015254_2","2015015254","浙江省",1,41,1,3,3,4,0,0,1,0,15435,9.64439293693626,405081,12.9118423260913,405081,12.9118423260913,154200,242421,5,0,0,0,0,1,0,1,1,200,10000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,93.014315122026,1681
"1350","2015015259_1","2015015259","浙江省",0,59,1,1,1,4,1,0,1,1,37450,10.5307619889454,331218,12.7105320478425,331218,12.7105320478425,1718,3e+05,1,0,0,0,0,4,0,1,1,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.896948067817,3481
"1351","2015015261_1","2015015261","浙江省",1,65,1,2,2,2,0,0,1,1,16100,9.68657455097255,316950,12.6664993117123,312950,12.6537987123528,4650,3e+05,5,0,0,0,0,1,0,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.8297265315492,4225
"1352","2015015266_1","2015015266","浙江省",0,62,0,1,1,2,1,0,1,1,9345,9.14259671988966,314853,12.6598611422183,314853,12.6598611422183,30000,280000,5,0,0,0,0,1,0,1,1,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.5870747825372,3844
"1353","2015015267_1","2015015267","浙江省",1,57,1,4,4,3,1,0,1,1,58650,10.9793428540816,166172,12.0207786754897,166172,12.0207786754897,200,150000,5,0,0,0,0,3,0,1,1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.545969507473,3249
"1354","2015015268_2","2015015268","浙江省",1,49,1,2,2,3,1,0,1,1,-96989.5,-11.4823580042037,242999,12.4008126070879,242999,12.4008126070879,7492,158505,3,0,0,0,0,3,0,1,1,500,3000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,131.8445453367,2401
"1355","2015015272_1","2015015272","浙江省",1,68,1,3,3,1,0,0,1,1,107105,11.5815649406869,15425,9.64374484877359,15425,9.64374484877359,10800,0,5,0,0,0,0,2,0,0,1,800,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.132646475348,4624
"1356","2015015275_3","2015015275","浙江省",1,47,1,3,3,3,1,2,1,1,48843.5,10.7963765882287,534689,13.1894405484417,429689,12.9708169701801,6141,4e+05,5,0,0,0,0,1,0,1,1,1000,5000,0,0,0,0,0,0,0,1,89,0,0,0,0,0,0,0,0,89,0,1,0.0145,116.561747434852,2209
"1357","2015015276_2","2015015276","浙江省",1,40,1,6,6,5,1,7777,1,1,114276.8984375,11.6463797159475,157810,11.9691470567422,70310,11.1606693151932,20010,80000,5,1,1,0,0,2,0,1,1,1000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,135.638160488034,1600
"1358","2015015337_31","2015015337","浙江省",1,51,1,2,2,3,1,0,1,1,6616,8.79724623670353,276140,12.5286632624701,276140,12.5286632624701,51540,2e+05,3,1,0,1,0,1,0,1,1,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3915413491944,2601
"1359","2015015339_1","2015015339","浙江省",1,73,1,1,1,2,0,0,1,1,37260,10.5256756441556,333560,12.7175780382009,333560,12.7175780382009,20500,310000,3,1,0,1,0,1,0,1,2,500,20000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,110.78984776597,5329
"1360","2015015341_1","2015015341","浙江省",1,45,1,2,2,3,1,2,1,1,36182,10.4963170365812,17850,9.78975878720778,17850,9.78975878720778,2050,10000,5,0,0,0,0,1,0,1,1,50,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.172671332425,2025
